row_label_raw,row_label_full,col_0,31/12/2019 > Tỷ lệ % sở hữu,31/12/2019 > Tỷ lệ % quyền biểu quyết,31/12/2019 > Giá trị ghi sổ theo phương pháp vốn chủ VND,31/12/2019 > Giá trị hợp lý VND,31/12/2019 > Tỷ lệ % sở hữu_1,1/1/2019 > Tỷ lệ % quyền biểu quyết,1/1/2019 > Giá trị ghi sổ theo phương pháp vốn chủ VND,1/1/2019 > Giá trị hợp lý VND,numeric__31/12/2019 > Tỷ lệ % sở hữu,numeric__31/12/2019 > Tỷ lệ % quyền biểu quyết,numeric__31/12/2019 > Giá trị ghi sổ theo phương pháp vốn chủ VND,numeric__31/12/2019 > Giá trị hợp lý VND,numeric__31/12/2019 > Tỷ lệ % sở hữu_1,numeric__1/1/2019 > Tỷ lệ % quyền biểu quyết,numeric__1/1/2019 > Giá trị ghi sổ theo phương pháp vốn chủ VND,numeric__1/1/2019 > Giá trị hợp lý VND
Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,Công ty liên kết,,,,,,,,
▪ Tổng Công ty May 10 - CTCP,Công ty liên kết > ▪ Tổng Công ty May 10 - CTCP,▪ Tổng Công ty May 10 - CTCP,"33,82%","33,82%",69.761.725.245,(*),"33,82%","33,82%",64.199.589.933,(*),0.3382,0.3382,69761725245.0,,0.3382,0.3382,64199589933.0,
▪ Tổng Công ty Cổ phần May Việt Tiến,Công ty liên kết > ▪ Tổng Công ty Cổ phần May Việt Tiến,▪ Tổng Công ty Cổ phần May Việt Tiến,"30,40%","30,40%",406.423.407.573,(*),"30,40%","30,40%",388.508.188.710,(*),0.304,0.304,406423407573.0,,0.304,0.304,388508188710.0,
▪ Tổng Công ty Việt Thắng - CTCP,Công ty liên kết > ▪ Tổng Công ty Việt Thắng - CTCP,▪ Tổng Công ty Việt Thắng - CTCP,"46,93%","46,93%",67.410.144.717,(*),"46,93%","46,93%",133.278.207.241,(*),0.4693,0.4693,67410144717.0,,0.4693,0.4693,133278207241.0,
▪ Công ty Cổ phần Đầu tư Vinatex Tân Tạo,Công ty liên kết > ▪ Công ty Cổ phần Đầu tư Vinatex Tân Tạo,▪ Công ty Cổ phần Đầu tư Vinatex Tân Tạo,"21,21%","21,21%",35.995.145.637,(*),"27,00%","27,00%",30.532.399.417,(*),0.2121,0.2121,35995145637.0,,0.27,0.27,30532399417.0,
▪ Tổng Công ty May Nhà Bè - CTCP,Công ty liên kết > ▪ Tổng Công ty May Nhà Bè - CTCP,▪ Tổng Công ty May Nhà Bè - CTCP,"27,69%","27,69%",92.268.039.871,(*),"27,69%","27,69%",89.723.687.471,(*),0.27690000000000003,0.27690000000000003,92268039871.0,,0.27690000000000003,0.27690000000000003,89723687471.0,
▪ Tổng Công ty May Đức Giang - CTCP,Công ty liên kết > ▪ Tổng Công ty May Đức Giang - CTCP,▪ Tổng Công ty May Đức Giang - CTCP,"35,21%","35,21%",48.188.318.964,(*),"35,21%","35,21%",45.042.195.764,(*),0.3521,0.3521,48188318964.0,,0.3521,0.3521,45042195764.0,
▪ Tổng Công ty May Hưng Yên - CTCP,Công ty liên kết > ▪ Tổng Công ty May Hưng Yên - CTCP,▪ Tổng Công ty May Hưng Yên - CTCP,"35,01%","35,01%",120.126.332.713,(*),"35,01%","35,01%",114.913.854.882,(*),0.35009999999999997,0.35009999999999997,120126332713.0,,0.35009999999999997,0.35009999999999997,114913854882.0,
▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,Công ty liên kết > ▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,▪ Công ty Cổ phần Đệt May Viễn thông Sài Gòn Vina,"40,33%","40,33%",85.521.165.761,(*),"40,33%","40,33%",85.375.621.301,(*),0.4033,0.4033,85521165761.0,,0.4033,0.4033,85375621301.0,
▪ Công ty TNHH Coats Phong Phú,Công ty liên kết > ▪ Công ty TNHH Coats Phong Phú,▪ Công ty TNHH Coats Phong Phú,"17,86%","17,86%",460.082.837.592,(*),"17,86%","17,86%",432.023.595.402,(*),0.17859999999999998,0.17859999999999998,460082837592.0,,0.17859999999999998,0.17859999999999998,432023595402.0,
▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,Công ty liên kết > ▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,▪ Công ty Cổ phần Phát triển Nhà Phong Phú - Daewoon - Thủ Đức,"22,05%","22,05%",130.018.039.220,(*),"22,05%","22,05%",141.253.222.287,(*),0.2205,0.2205,130018039220.0,,0.2205,0.2205,141253222287.0,
▪ Các khoản đầu tư tại công ty liên kết khác,Công ty liên kết > ▪ Các khoản đầu tư tại công ty liên kết khác,▪ Các khoản đầu tư tại công ty liên kết khác,,,631.080.163.041,(*),,,394.534.396.892,(*),,,631080163041.0,,,,394534396892.0,
,,,,,2.146.875.320.334,,,,1.919.384.959.300,,,,2146875320334.0,,,,1919384959300.0,
