row_label_raw,row_label_full,col_0,1/1/2019VND,Số đã nộp trong năm VND,Số đã được hoàn/ bù trừ trong năm VND,Giảm do thoái vốn đầu tư vào các công ty con VND,31/12/2019VND,numeric__1/1/2019VND,numeric__Số đã nộp trong năm VND,numeric__Số đã được hoàn/ bù trừ trong năm VND,numeric__Giảm do thoái vốn đầu tư vào các công ty con VND,numeric__31/12/2019VND
Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,Thuế thu nhập doanh nghiệp,11.290.643.391,3.951.582.620,(13.016.726.440),(59.092.674),2.166.406.897,11290643391.0,3951582620.0,-13016726440.0,-59092674.0,2166406897.0
Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,Thuế xuất nhập khẩu,1.150.920.661,654.853.709,(1.403.631.066),-,402.143.304,1150920661.0,654853709.0,-1403631066.0,,402143304.0
Các loại thuế khác,Các loại thuế khác,Các loại thuế khác,2.694.891.544,2.831.802.123,(4.953.558.747),(26.696.891),546.438.029,2694891544.0,2831802123.0,-4953558747.0,-26696891.0,546438029.0
Các khoản khác,Các khoản khác,Các khoản khác,86.734.219,1.427.611,-,-,88.161.830,86734219.0,1427611.0,,,88161830.0
,,,15.223.189.815,7.439.666.063,(19.373.916.253),(85.789.565),3.203.150.060,15223189815.0,7439666063.0,-19373916253.0,-85789565.0,3203150060.0
