row_label_raw,row_label_full,Thuế giá trị gia tăng của hàng nhập khẩu nộp thừa (i) > Thuế GTGT được khấu trừ chưa nhận được hóa đơn GTGT tại ngày báo cáo,31/12/2018VND > 82.534.765.973 > 135.479.264.278,1/1/2018VND > 284.429.916.127 > -,numeric__31/12/2018VND > 82.534.765.973 > 135.479.264.278,numeric__1/1/2018VND > 284.429.916.127 > -
Phải thu khác,Phải thu khác,Phải thu khác,299.250.569.337,306.087.915.272,299250569337.0,306087915272.0
,,,517.264.599.588,590.517.831.399,517264599588.0,590517831399.0
