row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,Hoạt động chính,31/12/2018,31/12/2018_1,1/1/2018,1/1/2018_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2018,numeric__31/12/2018_1,numeric__1/1/2018,numeric__1/1/2018_1
STT,STT,STT,Tên Công ty,Địa chỉ,Hoạt động chính,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,,,,,,,
Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,Các công ty con thuộc Khối xăng dầu trực thuộc,,,,,,,
20,Các công ty con thuộc Khối xăng dầu trực thuộc > 20,20,Công ty Xăng dầu B12 – Công ty TNHH MTV,Quảng Ninh,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
21,Các công ty con thuộc Khối xăng dầu trực thuộc > 21,21,Công ty TNHH MTV Xăng dầu KV2,TP Hồ Chí Minh,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
22,Các công ty con thuộc Khối xăng dầu trực thuộc > 22,22,Công ty Xăng dầu KV1 – Công ty TNHH MTV,Hà Nội,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
23,Các công ty con thuộc Khối xăng dầu trực thuộc > 23,23,Công ty Xăng dầu KV5 – Công ty TNHH MTV,Đà Nẵng,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
24,Các công ty con thuộc Khối xăng dầu trực thuộc > 24,24,Công ty Xăng dầu Tây Nam Bộ,Cần Thơ,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
25,Các công ty con thuộc Khối xăng dầu trực thuộc > 25,25,Công ty Xăng dầu Bà Rịa Vũng Tàu,Bà Rịa Vũng Tàu,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
26,Các công ty con thuộc Khối xăng dầu trực thuộc > 26,26,Công ty Xăng dầu Nghệ An,Nghệ An,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
27,Các công ty con thuộc Khối xăng dầu trực thuộc > 27,27,Công ty Xăng dầu Hà Nam Ninh,Nam Định,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
28,Các công ty con thuộc Khối xăng dầu trực thuộc > 28,28,Công ty Xăng dầu Phú Khánh,Khánh Hòa,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
29,Các công ty con thuộc Khối xăng dầu trực thuộc > 29,29,Công ty Xăng dầu Hà Sơn Bình,Hà Nội,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
30,Các công ty con thuộc Khối xăng dầu trực thuộc > 30,30,Công ty Xăng dầu KV3 – Công ty TNHH MTV,Hải Phòng,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
31,Các công ty con thuộc Khối xăng dầu trực thuộc > 31,31,Công ty TNHH MTV Xăng dầu Vĩnh Long,Vĩnh Long,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
32,Các công ty con thuộc Khối xăng dầu trực thuộc > 32,32,Công ty Xăng dầu Bắc Tây Nguyên,Gia Lai,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
33,Các công ty con thuộc Khối xăng dầu trực thuộc > 33,33,Công ty Xăng dầu Bình Định,Bình Định,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
34,Các công ty con thuộc Khối xăng dầu trực thuộc > 34,34,Công ty Xăng dầu Thanh Hóa – Công ty TNHH MTV,Thanh Hóa,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
35,Các công ty con thuộc Khối xăng dầu trực thuộc > 35,35,Công ty TNHH MTV Xăng dầu Nam Tây Nguyên,Đắc Lak,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
36,Các công ty con thuộc Khối xăng dầu trực thuộc > 36,36,Công ty Xăng dầu Long An,Long An,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
37,Các công ty con thuộc Khối xăng dầu trực thuộc > 37,37,Công ty TNHH MTV Xăng dầu Cà Mau,Cà Mau,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
38,Các công ty con thuộc Khối xăng dầu trực thuộc > 38,38,Công ty TNHH MTV Xăng dầu Tiền Giang,Tiền Giang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
39,Các công ty con thuộc Khối xăng dầu trực thuộc > 39,39,Công ty Xăng dầu Đồng Nai,Đồng Nai,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
40,Các công ty con thuộc Khối xăng dầu trực thuộc > 40,40,Công ty Xăng dầu Bắc Thái,Thái Nguyên,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
41,Các công ty con thuộc Khối xăng dầu trực thuộc > 41,41,Công ty Xăng dầu Thừa Thiên Huế,Huế,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
42,Các công ty con thuộc Khối xăng dầu trực thuộc > 42,42,Công ty Xăng dầu Tây Ninh,Tây Ninh,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
43,Các công ty con thuộc Khối xăng dầu trực thuộc > 43,43,Công ty Xăng dầu Lào Cai,Lào Cai,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
44,Các công ty con thuộc Khối xăng dầu trực thuộc > 44,44,Công ty Xăng dầu Phú Thọ,Phú Thọ,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
45,Các công ty con thuộc Khối xăng dầu trực thuộc > 45,45,Công ty Xăng dầu Sông Bé – Công ty TNHH MTV,Bình Dương,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
46,Các công ty con thuộc Khối xăng dầu trực thuộc > 46,46,Công ty Xăng dầu Lâm Đồng,Lâm Đồng,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
