row_label_raw,row_label_full,col_0,2018VND,2017VND,numeric__2018VND,numeric__2017VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,777.729.469.586,604.702.429.151,777729469586.0,604702429151.0
Mua mới trong năm,Mua mới trong năm,Mua mới trong năm,1.633.773.757.057,1.261.665.429.760,1633773757057.0,1261665429760.0
Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,Chuyển sang tài sản cố định hữu hình,(1.183.282.449.758),(773.645.542.539),-1183282449758.0,-773645542539.0
Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,Chuyển sang tài sản cố định vô hình,(112.505.493.252),(60.366.793.335),-112505493252.0,-60366793335.0
Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,(461.078.134),(3.234.686.485),-461078134.0,-3234686485.0
Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,Chuyển sang chi phí trả trước dài hạn,(128.984.860.739),(93.784.881.357),-128984860739.0,-93784881357.0
Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,Chuyển sang chi phí trả trước ngắn hạn,(517.932.643),(8.204.227.849),-517932643.0,-8204227849.0
Thanh lý và xóa sổ,Thanh lý và xóa sổ,Thanh lý và xóa sổ,(9.562.307.786),(20.130.745.714),-9562307786.0,-20130745714.0
Sử dụng dự phòng sửa chữa lớn,Sử dụng dự phòng sửa chữa lớn,Sử dụng dự phòng sửa chữa lớn,(26.877.225.488),(83.488.000.624),-26877225488.0,-83488000624.0
Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,(72.148.498.979),(49.795.655.185),-72148498979.0,-49795655185.0
Biến động khác,Biến động khác,Biến động khác,(2.149.969.607),4.012.143.763,-2149969607.0,4012143763.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,875.013.410.257,777.729.469.586,875013410257.0,777729469586.0
