row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND","Máy móc,thiết bịVND",Phương tiệnvận chuyểnVND,"Thiết bị,dụng cụ quản lýVND",Tài sảncó định khácVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND","numeric__Máy móc,thiết bịVND",numeric__Phương tiệnvận chuyểnVND,"numeric__Thiết bị,dụng cụ quản lýVND",numeric__Tài sảncó định khácVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,,
Số dư đầu năm,Nguyên giá > Số dư đầu năm,Số dư đầu năm,12.150.377.534.851,3.721.860.447.841,12.960.740.251.738,451.035.260.506,24.841.108.118,29.308.854.603.054,12150377534851.0,3721860447841.0,12960740251738.0,451035260506.0,24841108118.0,29308854603054.0
Tăng trong năm,Nguyên giá > Tăng trong năm,Tăng trong năm,206.335.878.176,273.317.409.010,218.755.228.418,83.095.736.361,2.726.094.219,784.230.346.184,206335878176.0,273317409010.0,218755228418.0,83095736361.0,2726094219.0,784230346184.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Nguyên giá > Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,773.608.150.285,122.528.112.265,269.253.253.800,16.650.964.551,1.241.968.857,1.183.282.449.758,773608150285.0,122528112265.0,269253253800.0,16650964551.0,1241968857.0,1183282449758.0
Chuyển sang bất động sản đầu tư,Nguyên giá > Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,(55.150.313.097),-,-,-,-,(55.150.313.097),-55150313097.0,,,,,-55150313097.0
Chuyển từ/(sang) chi phí trả trước dài hạn,Nguyên giá > Chuyển từ/(sang) chi phí trả trước dài hạn,Chuyển từ/(sang) chi phí trả trước dài hạn,2.827.431.017,(51.090.908),(90.904.545),62.462.924,-,2.747.898.488,2827431017.0,-51090908.0,-90904545.0,62462924.0,,2747898488.0
Thanh lý và xóa sổ,Nguyên giá > Thanh lý và xóa sổ,Thanh lý và xóa sổ,(95.977.753.757),(45.297.579.812),(67.117.202.501),(3.279.524.685),(954.841.826),(212.626.902.581),-95977753757.0,-45297579812.0,-67117202501.0,-3279524685.0,-954841826.0,-212626902581.0
Giảm do thanh lý công ty con,Nguyên giá > Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,(179.492.163.873),(232.495.269.419),(39.789.876.856),(5.450.997.140),(244.693.729),(457.473.001.017),-179492163873.0,-232495269419.0,-39789876856.0,-5450997140.0,-244693729.0,-457473001017.0
Phân loại lại,Nguyên giá > Phân loại lại,Phân loại lại,(18.793.616.637),20.650.986.903,321.653.930,(414.773.081),(1.764.251.115),-,-18793616637.0,20650986903.0,321653930.0,-414773081.0,-1764251115.0,
Biến động khác,Nguyên giá > Biến động khác,Biến động khác,(990.365.165),(2.461.753.204),(394.706.948),(208.022.280),4.746.090,(4.050.101.507),-990365165.0,-2461753204.0,-394706948.0,-208022280.0,4746090.0,-4050101507.0
Số dư cuối năm,Nguyên giá > Số dư cuối năm,Số dư cuối năm,12.782.744.781.800,3.858.051.262.676,13.341.677.697.036,541.491.107.156,25.850.130.614,30.549.814.979.282,12782744781800.0,3858051262676.0,13341677697036.0,541491107156.0,25850130614.0,30549814979282.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,5.918.463.656.780,2.453.430.397.465,7.248.499.787.276,348.237.349.433,14.508.542.298,15.983.139.733.252,5918463656780.0,2453430397465.0,7248499787276.0,348237349433.0,14508542298.0,15983139733252.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,624.369.485.859,307.592.563.636,895.298.187.795,77.972.098.548,2.047.581.300,1.907.279.917.138,624369485859.0,307592563636.0,895298187795.0,77972098548.0,2047581300.0,1907279917138.0
Chuyển sang bất động sản đầu tư,Giá trị hao mòn lũy kế > Chuyển sang bất động sản đầu tư,Chuyển sang bất động sản đầu tư,(10.200.159.286),-,-,-,-,(10.200.159.286),-10200159286.0,,,,,-10200159286.0
Chuyển từ/(sang) chi phí trả trước dài hạn,Giá trị hao mòn lũy kế > Chuyển từ/(sang) chi phí trả trước dài hạn,Chuyển từ/(sang) chi phí trả trước dài hạn,(2.837.085),(8.511.363),(498.107),25.202.849,-,13.356.294,-2837085.0,-8511363.0,-498107.0,25202849.0,,13356294.0
Thanh lý và xóa sổ,Giá trị hao mòn lũy kế > Thanh lý và xóa sổ,Thanh lý và xóa sổ,(79.499.113.848),(43.985.516.827),(59.550.828.905),(3.207.598.579),(954.841.826),(187.197.899.985),-79499113848.0,-43985516827.0,-59550828905.0,-3207598579.0,-954841826.0,-187197899985.0
