row_label_raw,row_label_full,Ông Phạm Văn Thanh > Ông Bùi Ngọc Bảo,Chủ tịch (từ ngày 1/5/2018) > Chủ tịch (đến ngày 30/4/2018),numeric__Chủ tịch (từ ngày 1/5/2018) > Chủ tịch (đến ngày 30/4/2018)
Ông Phạm Văn Thanh,Ông Phạm Văn Thanh,Ông Phạm Văn Thanh,Ủy viên,
Ông Nguyễn Thanh Sơn,Ông Nguyễn Thanh Sơn,Ông Nguyễn Thanh Sơn,Ủy viên,
Ông Phạm Đức Thắng,Ông Phạm Đức Thắng,Ông Phạm Đức Thắng,Ủy viên,
Ông Trần Ngọc Năm,Ông Trần Ngọc Năm,Ông Trần Ngọc Năm,Ủy viên,
Ông Lê Văn Hướng,Ông Lê Văn Hướng,Ông Lê Văn Hướng,Ủy viên,
Ông Nguyễn Anh Dũng,Ông Nguyễn Anh Dũng,Ông Nguyễn Anh Dũng,Ủy viên,
Ông Yoshihiro Sato,Ông Yoshihiro Sato,Ông Yoshihiro Sato,Ủy viên (từ ngày 27/4/2018),
Ông Hitoshi Kato,Ông Hitoshi Kato,Ông Hitoshi Kato,Ủy viên (đến ngày 26/4/2018),
