row_label_raw,row_label_full,STT,Tên công ty,31/12/2018 > Giá gốc VND,31/12/2018 > Dự phòng VND,31/12/2018 > Giá trị hợp lý VND,1/1/2018 > Giá gốc VND,1/1/2018 > Dự phòng VND,1/1/2018 > Giá trị hợp lý VND,numeric__Tên công ty,numeric__31/12/2018 > Giá gốc VND,numeric__31/12/2018 > Dự phòng VND,numeric__31/12/2018 > Giá trị hợp lý VND,numeric__1/1/2018 > Giá gốc VND,numeric__1/1/2018 > Dự phòng VND,numeric__1/1/2018 > Giá trị hợp lý VND
1,1,1,Công ty Cổ phần Hóa dầu Quân đội,50.000.000.000,-,(*),50.000.000.000,-,(*),,50000000000.0,,,50000000000.0,,
2,2,2,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,49.913.937.200,(15.244.508.450),34.669.428.750,49.913.937.200,-,31.258.729.471,,49913937200.0,-15244508450.0,34669428750.0,49913937200.0,,31258729471.0
3,3,3,Công ty Cổ phần An Phú,110.724.000.000,(105.560.000.000),(*),110.724.000.000,(104.914.500.000),(*),,110724000000.0,-105560000000.0,,110724000000.0,-104914500000.0,
4,4,4,Các công ty khác,90.489.182.307,(4.263.522.704),(*),104.558.520.065,(5.056.607.706),(*),,90489182307.0,-4263522704.0,,104558520065.0,-5056607706.0,
,,,,301.127.119.507,(125.068.031.154),(*),315.196.457.265,(109.971.107.706),(*),,301127119507.0,-125068031154.0,,315196457265.0,-109971107706.0,
