row_label_raw,row_label_full,STT,Tên Công ty,Địa chỉ,Hoạt động chính,31/12/2018,31/12/2018_1,1/1/2018,1/1/2018_1,numeric__Tên Công ty,numeric__Địa chỉ,numeric__Hoạt động chính,numeric__31/12/2018,numeric__31/12/2018_1,numeric__1/1/2018,numeric__1/1/2018_1
STT,STT,STT,Tên Công ty,Địa chỉ,Hoạt động chính,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,Tỷ lệ biểu quyết,Tỷ lệ sở hữu,,,,,,,
47,STT > 47,47,Công ty Xăng dầu Hà Tĩnh,Hà Tĩnh,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
48,STT > 48,48,Công ty Xăng dầu Bến Tre,Bến Tre,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
49,STT > 49,49,Công ty Xăng dầu Hà Bắc,Bắc Giang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
50,STT > 50,50,Công ty TNHH MTV Xăng dầu An Giang,An Giang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
51,STT > 51,51,Công ty Xăng dầu Quảng Trị,Quảng Trị,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
52,STT > 52,52,Công ty Xăng dầu Quảng Bình,Quảng Bình,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
53,STT > 53,53,Công ty Xăng dầu Đồng Tháp,Đồng Tháp,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
54,STT > 54,54,Công ty Xăng dầu Điện Biên,Điện Biên,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
55,STT > 55,55,Công ty TNHH MTV Xăng dầu Trà Vinh,Trà Vinh,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
56,STT > 56,56,Công ty Xăng dầu Hà Giang,Hà Giang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
57,STT > 57,57,Công ty Xăng dầu Yên Bái,Yên Bái,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
58,STT > 58,58,Công ty Xăng dầu Cao Bằng,Cao Bằng,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
59,STT > 59,59,Công ty Xăng dầu Tuyên Quang,Tuyên Quang,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
60,STT > 60,60,Công ty TNHH MTV Xăng dầu Quảng Ngãi,Quảng Ngãi,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
61,STT > 61,61,Công ty Xăng dầu Thái Bình,Thái Bình,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
62,STT > 62,62,Công ty Xăng dầu Lai Châu,Lai Châu,Kinh doanh xăng dầu,100%,100%,100%,100%,,,,1.0,1.0,1.0,1.0
