row_label_raw,row_label_full,col_0,Võ bình gas VND,Lợi thế kinh doanh liên quan đến cổ phần hóa VND,Tiền thuê đất VND,Chi phí sửa chữa lớn tài sản VND,Công cụ và dụng cụ VND,Chi phí trả trước dài hạn khác VND,Tổng cộng VND,numeric__Võ bình gas VND,numeric__Lợi thế kinh doanh liên quan đến cổ phần hóa VND,numeric__Tiền thuê đất VND,numeric__Chi phí sửa chữa lớn tài sản VND,numeric__Công cụ và dụng cụ VND,numeric__Chi phí trả trước dài hạn khác VND,numeric__Tổng cộng VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,272.695.920.164,216.856.135.677,1.057.920.838.403,130.302.633.398,117.989.071.919,222.471.056.849,2.018.235.656.410,272695920164.0,216856135677.0,1057920838403.0,130302633398.0,117989071919.0,222471056849.0,2018235656410.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,57.970.528.279,-,179.723.351.936,125.627.458.705,87.045.603.150,240.033.302.105,690.400.244.175,57970528279.0,,179723351936.0,125627458705.0,87045603150.0,240033302105.0,690400244175.0
Chuyển từ/(sang),Chuyển từ/(sang),Chuyển từ/(sang),,,,,,,,,,,,,,
TSCĐ hữu hình,Chuyển từ/(sang) > TSCĐ hữu hình,TSCĐ hữu hình,-,-,(190.000.000),(549.421.697),143.500.715,(2.138.621.212),(2.734.542.194),,,-190000000.0,-549421697.0,143500715.0,-2138621212.0,-2734542194.0
Chuyển từ/(sang),Chuyển từ/(sang),Chuyển từ/(sang),,,,,,,,,,,,,,
TSCĐ vô hình,Chuyển từ/(sang) > TSCĐ vô hình,TSCĐ vô hình,-,-,3.750.453.508,-,-,(2.000.000.000),1.750.453.508,,,3750453508.0,,,-2000000000.0,1750453508.0
Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ/(sang) > Chuyển từ chi phí xây dựng cơ bản dở dang,Chuyển từ chi phí xây dựng cơ bản dở dang,-,-,93.223.987.878,27.945.026.995,2.002.122.154,5.813.723.712,128.984.860.739,,,93223987878.0,27945026995.0,2002122154.0,5813723712.0,128984860739.0
Thanh lý và xóa số,Chuyển từ/(sang) > Thanh lý và xóa số,Thanh lý và xóa số,(1.610.304.311),-,(2.683.132.556),-,(925.946.233),(522.250.763),(5.741.633.863),-1610304311.0,,-2683132556.0,,-925946233.0,-522250763.0,-5741633863.0
Phân bổ trong năm,Chuyển từ/(sang) > Phân bổ trong năm,Phân bổ trong năm,(59.177.431.717),(54.214.033.920),(68.435.670.735),(130.307.696.778),(90.982.136.955),(133.475.650.824),(536.592.620.929),-59177431717.0,-54214033920.0,-68435670735.0,-130307696778.0,-90982136955.0,-133475650824.0,-536592620929.0
Phân loại lại,Chuyển từ/(sang) > Phân loại lại,Phân loại lại,-,-,(107.851.166.916),15.497.916.622,(21.642.150.794),113.995.401.088,-,,,-107851166916.0,15497916622.0,-21642150794.0,113995401088.0,
Giảm do thanh lý công ty con,Chuyển từ/(sang) > Giảm do thanh lý công ty con,Giảm do thanh lý công ty con,-,-,(48.358.108.105),(4.674.107.721),(3.765.967.917),(2.172.980.677),(58.971.164.420),,,-48358108105.0,-4674107721.0,-3765967917.0,-2172980677.0,-58971164420.0
Biến động khác,Chuyển từ/(sang) > Biến động khác,Biến động khác,-,-,(1.134.887.121),116.118.986,(26.779.398),(930.807.103),(1.976.354.636),,,-1134887121.0,116118986.0,-26779398.0,-930807103.0,-1976354636.0
Số dư cuối năm,Chuyển từ/(sang) > Số dư cuối năm,Số dư cuối năm,269.878.712.415,162.642.101.757,1.105.965.666.292,163.957.928.510,89.837.316.641,441.073.173.175,2.233.354.898.790,269878712415.0,162642101757.0,1105965666292.0,163957928510.0,89837316641.0,441073173175.0,2233354898790.0
