row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Chứng khoán Nợ,Chứng khoán Nợ,Chứng khoán Nợ,203.166.496,188.180.862,203166496.0,188180862.0
"Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương",101.533.661,80.284.569,101533661.0,80284569.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,99.697.917,104.824.865,99697917.0,104824865.0
Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,Chứng khoán nợ do các TCKT trong nước phát hành,1.934.918,3.071.428,1934918.0,3071428.0
Chứng khoán Vốn,Chứng khoán Vốn,Chứng khoán Vốn,438.615,376.615,438615.0,376615.0
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,438.615,376.615,438615.0,376615.0
,,,203.605.111,188.557.477,203605111.0,188557477.0
Dự phòng rủi ro chứng khoán đầu tư sản sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sản sàng để bán,Dự phòng rủi ro chứng khoán đầu tư sản sàng để bán,(113.762),(134.036),-113762.0,-134036.0
Dự phòng chung,Dự phòng chung,Dự phòng chung,(13.762),(22.182),-13762.0,-22182.0
Dự phòng cụ thể,Dự phòng cụ thể,Dự phòng cụ thể,(100.000),(111.854),-100000.0,-111854.0
,,,203.491.349,188.423.441,203491349.0,188423441.0
