row_label_raw,row_label_full,col_0,Số liệu bảo cáotrước đây,Điều chỉnh,Số liệutính toàn lại,numeric__Số liệu bảo cáotrước đây,numeric__Điều chỉnh,numeric__Số liệutính toàn lại
Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),25.348.215,-,25.348.215,25348215.0,,25348215.0
"Điều chỉnh giảm số trích lập các quỹ khen thưởng, phúc lợi (Triệu đồng)","Điều chỉnh giảm số trích lập các quỹ khen thưởng, phúc lợi (Triệu đồng)","Điều chỉnh giảm số trích lập các quỹ khen thưởng, phúc lợi (Triệu đồng)",-,(1.404.289),(1.404.289),,-1404289.0,-1404289.0
,,,25.348.215,(1.404.289),23.943.926,25348215.0,-1404289.0,23943926.0
Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân gia quyền số cổ phiếu phổ thông đang lưu hành (cổ phiếu),5.369.991.748,2.396.952.889,7.766.944.637,5369991748.0,2396952889.0,7766944637.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.720,(1.637),3.083,4720.0,-1637.0,3083.0
