row_label_raw,row_label_full,col_0,Chưa quá hạn vàchưa bị giảm giáTriệu đồng,Đã quá hạn vàchưa bị giảm giáTriệu đồng,Đã bị giảm giávà trích lậpdự phòngTriệu đồng,Tổng cộngTriệu đồng,numeric__Chưa quá hạn vàchưa bị giảm giáTriệu đồng,numeric__Đã quá hạn vàchưa bị giảm giáTriệu đồng,numeric__Đã bị giảm giávà trích lậpdự phòngTriệu đồng,numeric__Tổng cộngTriệu đồng
Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán:,Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán:,Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán:,Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán:,Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán:,Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán:,Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán:,,,,
Tiền gửi tại các TCTD khác,Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán: > Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,463.381.166,-,-,463.381.166,463381166.0,,,463381166.0
Cho vay các TCTD khác,Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán: > Cho vay các TCTD khác,Cho vay các TCTD khác,13.106.364,-,-,13.106.364,13106364.0,,,13106364.0
Cho vay khách hàng (*),Mức rủi ro tín dụng của các tài khoản thuộc bảng cán đổi kế toán: > Cho vay khách hàng (*),Cho vay khách hàng (*),1.952.378.207,204.717,39.689.944,1.992.272.868,1952378207.0,204717.0,39689944.0,1992272868.0
Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),,,,,,,,
- Chứng khoán đầu tư sãnsàng để bán (*),Chứng khoán đầu tư (*) > - Chứng khoán đầu tư sãnsàng để bán (*),- Chứng khoán đầu tư sãnsàng để bán (*),203.505.111,-,100.000,203.605.111,203505111.0,,100000.0,203605111.0
- Chứng khoán đầu tư giữđến ngày đáo hạn (*),Chứng khoán đầu tư (*) > - Chứng khoán đầu tư giữđến ngày đáo hạn (*),- Chứng khoán đầu tư giữđến ngày đáo hạn (*),8.183.000,-,386.748,8.569.748,8183000.0,,386748.0,8569748.0
Tổng cộng,Chứng khoán đầu tư (*) > Tổng cộng,Tổng cộng,2.640.553.848,204.717,40.176.692,2.680.935.257,2640553848.0,204717.0,40176692.0,2680935257.0
