row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày,Năm tài chính kết thúc ngày_1,numeric__Năm tài chính kết thúc ngày,numeric__Năm tài chính kết thúc ngày_1
,,,31.12.2025Triệu đồng,31.12.2024Triệu đồng,,
Thuế và các loại phí,Thuế và các loại phí,Thuế và các loại phí,30.757,32.576,30757.0,32576.0
Chi phí nhân viên,Chi phí nhân viên,Chi phí nhân viên,15.853.418,12.987.140,15853418.0,12987140.0
- Chi lương và phụ cấp,- Chi lương và phụ cấp,- Chi lương và phụ cấp,13.146.451,10.920.235,13146451.0,10920235.0
- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,- Các khoản chi đóng góp theo lương,1.127.165,860.771,1127165.0,860771.0
- Chi trợ cấp,- Chi trợ cấp,- Chi trợ cấp,15.588,4.432,15588.0,4432.0
- Chi khác cho nhân viên,- Chi khác cho nhân viên,- Chi khác cho nhân viên,1.564.214,1.201.702,1564214.0,1201702.0
Chi về tài sản,Chi về tài sản,Chi về tài sản,3.159.579,2.862.498,3159579.0,2862498.0
- Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,- Chi phí khấu hao TSCĐ,1.142.641,1.017.405,1142641.0,1017405.0
- Chi khác,- Chi khác,- Chi khác,2.016.938,1.845.093,2016938.0,1845093.0
Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,Chi cho hoạt động quản lý công vụ,6.106.835,5.114.929,6106835.0,5114929.0
- Công tác phí,- Công tác phí,- Công tác phí,254.099,222.973,254099.0,222973.0
- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,- Chi về các hoạt động đoàn thể của TCTD,32.916,12.233,32916.0,12233.0
- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,- Chi khác cho hoạt động quản lý,5.819.820,4.879.723,5819820.0,4879723.0
"Chi nộp phi bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phi bảo hiểm, bảo toàn tiền gửi của khách hàng","Chi nộp phi bảo hiểm, bảo toàn tiền gửi của khách hàng",1.241.157,1.121.094,1241157.0,1121094.0
Chi phí dự phòng,Chi phí dự phòng,Chi phí dự phòng,161.178,427.692,161178.0,427692.0
,,,26.552.924,22.545.929,26552924.0,22545929.0
