row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
"Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản","Nông nghiệp, lâm nghiệp và thủy sản",55.469.017,50.717.337,55469017.0,50717337.0
Khai khoảng,Khai khoảng,Khai khoảng,10.441.935,8.514.213,10441935.0,8514213.0
Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,Sản xuất và gia công chế biến,348.991.183,344.731.945,348991183.0,344731945.0
"Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước","Sản xuất và phân phối điện, khí đốt và nước",106.089.160,80.563.742,106089160.0,80563742.0
Xây dựng,Xây dựng,Xây dựng,83.394.479,81.696.934,83394479.0,81696934.0
"Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác","Bán buôn và bán lẻ; sửa chữa ô tô, mô tô, xe máy và xe có động cơ khác",726.037.134,647.083.816,726037134.0,647083816.0
Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,Vận tải kho bãi và thông tin liên lạc,54.794.595,38.078.919,54794595.0,38078919.0
"Thương mai, dịch vụ","Thương mai, dịch vụ","Thương mai, dịch vụ",402.424.470,303.117.790,402424470.0,303117790.0
"Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình","Hoạt động làm thuê các công việc trong các hộ gia đình, sản xuất sản phẩm vật chất và dịch vụ tự tiêu dùng của hộ gia đình",143.243.327,108.289.226,143243327.0,108289226.0
Ngành khác,Ngành khác,Ngành khác,61.387.568,59.160.792,61387568.0,59160792.0
,,,1.992.272.868,1.721.954.714,1992272868.0,1721954714.0
