row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
"Các khoản thu, chi hộ các tổ chức khác","Các khoản thu, chi hộ các tổ chức khác","Các khoản thu, chi hộ các tổ chức khác",-,2.119.006,,2119006.0
Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,Tiền giữ hộ và chờ thanh toán,68.803,73.896,68803.0,73896.0
Thuế TNDN phải trả (Thuyết minh 34),Thuế TNDN phải trả (Thuyết minh 34),Thuế TNDN phải trả (Thuyết minh 34),4.359.642,3.337.834,4359642.0,3337834.0
Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,Doanh thu chờ phân bổ,4.339.380,4.253.734,4339380.0,4253734.0
Phải trả thuế khác,Phải trả thuế khác,Phải trả thuế khác,284.527,263.822,284527.0,263822.0
Phải trả khác liên quan đến nghiệp vụ chứng khoản,Phải trả khác liên quan đến nghiệp vụ chứng khoản,Phải trả khác liên quan đến nghiệp vụ chứng khoản,850.684,558.485,850684.0,558485.0
Thanh toán giữa các tổ chức tin dụng,Thanh toán giữa các tổ chức tin dụng,Thanh toán giữa các tổ chức tin dụng,-,527.227,,527227.0
Chuyển tiền phải trả,Chuyển tiền phải trả,Chuyển tiền phải trả,731.479,289.054,731479.0,289054.0
Phải trả liên quan đến hoạt động tài trợ thương mại,Phải trả liên quan đến hoạt động tài trợ thương mại,Phải trả liên quan đến hoạt động tài trợ thương mại,0.000,6.000,0.0,6000.0
Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,Các khoản chờ thanh toán khác,6.296.762,2.803.217,6296762.0,2803217.0
Tạm ứng nhận được liên quan đến hoạt động bán nợ,Tạm ứng nhận được liên quan đến hoạt động bán nợ,Tạm ứng nhận được liên quan đến hoạt động bán nợ,119.162,129.972,119162.0,129972.0
Phải trả khác,Phải trả khác,Phải trả khác,73.435,69.730,73435.0,69730.0
,,,17.129.874,14.431.977,17129874.0,14431977.0
