row_label_raw,row_label_full,Dịch vụ tài chínhngân hàngTriệu đồng,Dịch vụ tài chínhphi ngân hàngTriệu đồng,KhácTriệu đồng,Điều chínhTriệu đồng,Tổng cộngTriệu đồng,numeric__Dịch vụ tài chínhphi ngân hàngTriệu đồng,numeric__KhácTriệu đồng,numeric__Điều chínhTriệu đồng,numeric__Tổng cộngTriệu đồng
157.113.619,157.113.619,157.113.619,4.747.670,1.749.928,(534.189),163.077.028,4747670.0,1749928.0,-534189.0,163077028.0
123.202.268,123.202.268,123.202.268,917.860,520.613,(180.056),124.460.685,917860.0,520613.0,-180056.0,124460685.0
123.054.663,123.054.663,123.054.663,886.676,519.346,-,124.460.685,886676.0,519346.0,,124460685.0
147.605,147.605,147.605,31.184,1.267,(180.056),-,31184.0,1267.0,-180056.0,
8.921.606,8.921.606,8.921.606,3.717.078,128.092,(533.975),12.232.801,3717078.0,128092.0,-533975.0,12232801.0
24.989.745,24.989.745,24.989.745,112.732,1.101.223,179.842,26.383.542,112732.0,1101223.0,179842.0,26383542.0
(99.145.997),(99.145.997),(99.145.997),(3.945.604),(1.490.463),867.790,(103.714.274),-3945604.0,-1490463.0,867790.0,-103714274.0
(61.734.218),(61.734.218),(61.734.218),(253.720),(251.316),181.363,(62.057.891),-253720.0,-251316.0,181363.0,-62057891.0
(61.691.561),(61.691.561),(61.691.561),(115.015),(251.315),-,(62.057.891),-115015.0,-251315.0,,-62057891.0
(42.657),(42.657),(42.657),(138.705),(1),181.363,-,-138705.0,-1.0,181363.0,
(995.151),(995.151),(995.151),(12.383),(9.871),-,(1.017.405),-12383.0,-9871.0,,-1017405.0
(36.416.628),(36.416.628),(36.416.628),(3.679.501),(1.229.276),686.427,(40.638.978),-3679501.0,-1229276.0,686427.0,-40638978.0
57.967.622,57.967.622,57.967.622,802.066,259.465,333.601,59.362.754,802066.0,259465.0,333601.0,59362754.0
(27.255.062),(27.255.062),(27.255.062),(315.141),(3.484),(25.142),(27.598.829),-315141.0,-3484.0,-25142.0,-27598829.0
30.712.560,30.712.560,30.712.560,486.925,255.981,308.459,31.763.925,486925.0,255981.0,308459.0,31763925.0
(6.131.186),(6.131.186),(6.131.186),(95.532),(59.180),-,(6.285.898),-95532.0,-59180.0,,-6285898.0
-,-,-,201,4.339,-,4.540,201.0,4339.0,,4540.0
24.581.374,24.581.374,24.581.374,391.594,201.140,308.459,25.482.567,391594.0,201140.0,308459.0,25482567.0
2.367.790.675,2.367.790.675,2.367.790.675,16.582.910,8.583.653,(7.569.506),2.385.387.732,16582910.0,8583653.0,-7569506.0,2385387732.0
11.102.591,11.102.591,11.102.591,2.169,42.789,-,11.147.549,2169.0,42789.0,,11147549.0
9.828.856,9.828.856,9.828.856,113.792,59.509,-,10.002.157,113792.0,59509.0,,10002157.0
2.346.859.228,2.346.859.228,2.346.859.228,16.466.949,8.481.355,(7.569.506),2.364.238.026,16466949.0,8481355.0,-7569506.0,2364238026.0
2.223.030.699,2.223.030.699,2.223.030.699,12.756.795,6.436.556,(5.341.026),2.236.883.024,12756795.0,6436556.0,-5341026.0,2236883024.0
2.215.631.838,2.215.631.838,2.215.631.838,12.525.298,6.396.704,(5.341.026),2.229.212.814,12525298.0,6396704.0,-5341026.0,2229212814.0
7.398.861,7.398.861,7.398.861,231.497,39.852,-,7.670.210,231497.0,39852.0,,7670210.0
