row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Chứng khoán nợ,Chứng khoán nợ,Chứng khoán nợ,2.512.065,1.708.606,2512065.0,1708606.0
"Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương","Chứng khoán Chính phủ, chính quyền địa phương",1.528.994,623.734,1528994.0,623734.0
Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,Chứng khoán nợ do các TCTD khác trong nước phát hành,891.907,808.448,891907.0,808448.0
"Chứng khoán nợ do các tổ chức kinh tế (""TCKT"")trong nước phát hành","Chứng khoán nợ do các tổ chức kinh tế (""TCKT"")trong nước phát hành","Chứng khoán nợ do các tổ chức kinh tế (""TCKT"")trong nước phát hành",91.164,276.424,91164.0,276424.0
Chứng khoán vốn,Chứng khoán vốn,Chứng khoán vốn,482.086,1.232.086,482086.0,1232086.0
Chứng khoán vốn do các TCTD khác phát hành,Chứng khoán vốn do các TCTD khác phát hành,Chứng khoán vốn do các TCTD khác phát hành,207.994,295.703,207994.0,295703.0
Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,Chứng khoán vốn do các TCKT trong nước phát hành,274.092,936.383,274092.0,936383.0
Chứng khoán vốn khác,Chứng khoán vốn khác,Chứng khoán vốn khác,50.000,50.000,50000.0,50000.0
,,,3.044.151,2.990.692,3044151.0,2990692.0
Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,Dự phòng rủi ro chứng khoán kinh doanh,(101.720),(191.817),-101720.0,-191817.0
,,,2.942.431,2.798.875,2942431.0,2798875.0
