row_label_raw,row_label_full,col_0,Số lượngcổ phiếu,Cổ phiếuthườngTriệu đồng,numeric__Số lượngcổ phiếu,numeric__Cổ phiếuthườngTriệu đồng
Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,Tại ngày 1 tháng 1 năm 2024,5.369.991.748,53.699.917,5369991748.0,53699917.0
Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,-,-,,
Tại ngày 31 tháng 12 năm 2024,Cổ phiếu mới phát hành > Tại ngày 31 tháng 12 năm 2024,Tại ngày 31 tháng 12 năm 2024,5.369.991.748,53.699.917,5369991748.0,53699917.0
Cổ phiếu mới phát hành,Cổ phiếu mới phát hành > Cổ phiếu mới phát hành,Cổ phiếu mới phát hành,2.396.952.889,23.969.529,2396952889.0,23969529.0
Tại ngày 31 tháng 12 năm 2025,Cổ phiếu mới phát hành > Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,7.766.944.637,77.669.446,7766944637.0,77669446.0
