row_label_raw,row_label_full,col_0,31.12.2025Triệu đồng,31.12.2024Triệu đồng,numeric__31.12.2025Triệu đồng,numeric__31.12.2024Triệu đồng
Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,Ngân hàng Nhà nước Việt Nam,,
Tiền gửi của Ngân hàng tại NHNN,Tiền gửi của Ngân hàng tại NHNN,Tiền gửi của Ngân hàng tại NHNN,35.225.543(7.001.815),34.431.657(9.512.869),,
Tiền vay NHNN,Tiền vay NHNN,Tiền vay NHNN,35.225.543(7.001.815),34.431.657(9.512.869),,
"The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.","The Bank of Tokyo - Mitsubishi UFJ, Ltd.",,
"Tiền gửi của Ngân hàng tại The Bank of Tokyo - Mitsubishi UFJ, Ltd.","Tiền gửi của Ngân hàng tại The Bank of Tokyo - Mitsubishi UFJ, Ltd.","Tiền gửi của Ngân hàng tại The Bank of Tokyo - Mitsubishi UFJ, Ltd.",15.737.393(122.561),37.680.280(327.300),,
Tiền gửi tại Ngân hàng,"Tiền gửi của Ngân hàng tại The Bank of Tokyo - Mitsubishi UFJ, Ltd. > Tiền gửi tại Ngân hàng",Tiền gửi tại Ngân hàng,(520.000),-,-520000.0,
"Tiền Ngân hàng vay The Bank of Tokyo - Mitsubishi UFJ, Ltd.","Tiền gửi của Ngân hàng tại The Bank of Tokyo - Mitsubishi UFJ, Ltd. > Tiền Ngân hàng vay The Bank of Tokyo - Mitsubishi UFJ, Ltd.","Tiền Ngân hàng vay The Bank of Tokyo - Mitsubishi UFJ, Ltd.",(520.000),-,-520000.0,
Lãi dự thu,"Tiền gửi của Ngân hàng tại The Bank of Tokyo - Mitsubishi UFJ, Ltd. > Lãi dự thu",Lãi dự thu,-,193,,193.0
Lãi dự trả,"Tiền gửi của Ngân hàng tại The Bank of Tokyo - Mitsubishi UFJ, Ltd. > Lãi dự trả",Lãi dự trả,(1.492),-,-1492.0,
Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina,,
Tiền gửi của Ngân hàng và các công ty con tại Ngân hàng TNHH Indovina,Ngân hàng TNHH Indovina > Tiền gửi của Ngân hàng và các công ty con tại Ngân hàng TNHH Indovina,Tiền gửi của Ngân hàng và các công ty con tại Ngân hàng TNHH Indovina,12.334.178,14.150.662,12334178.0,14150662.0
Tiền gửi tại Ngân hàng và các công ty con,Ngân hàng TNHH Indovina > Tiền gửi tại Ngân hàng và các công ty con,Tiền gửi tại Ngân hàng và các công ty con,(7.854.453),(10.733.469),-7854453.0,-10733469.0
Lãi dự thu,Ngân hàng TNHH Indovina > Lãi dự thu,Lãi dự thu,20.237,27.735,20237.0,27735.0
Lãi dự trả,Ngân hàng TNHH Indovina > Lãi dự trả,Lãi dự trả,(15.842),(29.394),-15842.0,-29394.0
"HDQT, BKS, Ban Điều hành và người có liên quan của các cá nhân đó","HDQT, BKS, Ban Điều hành và người có liên quan của các cá nhân đó","HDQT, BKS, Ban Điều hành và người có liên quan của các cá nhân đó","HDQT, BKS, Ban Điều hành và người có liên quan của các cá nhân đó","HDQT, BKS, Ban Điều hành và người có liên quan của các cá nhân đó",,
Tiền gửi tại Ngân hàng,"HDQT, BKS, Ban Điều hành và người có liên quan của các cá nhân đó > Tiền gửi tại Ngân hàng",Tiền gửi tại Ngân hàng,(141.308),(1.054.778),-141308.0,-1054778.0
Tiền vay của Bên liên quan,"HDQT, BKS, Ban Điều hành và người có liên quan của các cá nhân đó > Tiền vay của Bên liên quan",Tiền vay của Bên liên quan,249.504,138.214,249504.0,138214.0
