row_label_raw,row_label_full,col_0,Quá hạn,Quá hạn_1,Trong hạn,Trong hạn_1,Trong hạn_2,Trong hạn_3,Trong hạn_4,col_8,numeric__Quá hạn,numeric__Quá hạn_1,numeric__Trong hạn,numeric__Trong hạn_1,numeric__Trong hạn_2,numeric__Trong hạn_3,numeric__Trong hạn_4,numeric__col_8
,,,Trên 3 tháng,Đến 3 tháng,Đến 1 tháng,Từ trên1 thángđến 3 tháng,Từ trên3 thángđến 12 tháng,Từ trên1 nămđến 5 năm,Trên 5 năm,Tổng cộng,,,,,,,,
Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,Tại ngày 31 tháng 12 năm 2025,,,,,,,,,,,,,,,,
Tải sản,Tải sản,Tải sản,,,,,,,,,,,,,,,,
"Tiền mặt, váng bạc, đá quý","Tải sản > Tiền mặt, váng bạc, đá quý","Tiền mặt, váng bạc, đá quý",-,-,12.583.484,-,-,-,-,12.583.484,,,12583484.0,,,,,12583484.0
Tiền gửi tại NHNN,Tải sản > Tiền gửi tại NHNN,Tiền gửi tại NHNN,-,-,35.225.543,-,-,-,-,35.225.543,,,35225543.0,,,,,35225543.0
Tiền gửi và cho vay các TCTD khác (*),Tải sản > Tiền gửi và cho vay các TCTD khác (*),Tiền gửi và cho vay các TCTD khác (*),-,-,412.131.032,25.190.109,38.865.639,300.750,-,476.487.530,,,412131032.0,25190109.0,38865639.0,300750.0,,476487530.0
Chứng khoán kinh doanh (*),Tải sản > Chứng khoán kinh doanh (*),Chứng khoán kinh doanh (*),-,-,3.044.151,-,-,-,-,3.044.151,,,3044151.0,,,,,3044151.0
Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Tải sản > Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,Các công cụ tài chính phải sinh vàcác tài sản tài chính khác,-,-,228.448,-,-,-,-,228.448,,,228448.0,,,,,228448.0
Cho vay khác hàng (*),Tải sản > Cho vay khác hàng (*),Cho vay khác hàng (*),21.916.196,17.345.911,172.369.468,443.799.703,679.688.582,278.300.905,378.872.103,1.992.272.868,21916196.0,17345911.0,172369468.0,443799703.0,679688582.0,278300905.0,378872103.0,1992272868.0
Chứng khoán đầu tư (*),Tải sản > Chứng khoán đầu tư (*),Chứng khoán đầu tư (*),486.778,11.900,14.607.602,22.066.504,53.303.015,45.695.143,76.241.087,212.412.029,486778.0,11900.0,14607602.0,22066504.0,53303015.0,45695143.0,76241087.0,212412029.0
"Góp vốn, đầu tư dài hạn (*)","Tải sản > Góp vốn, đầu tư dài hạn (*)","Góp vốn, đầu tư dài hạn (*)",-,-,-,-,-,-,4.428.296,4.428.296,,,,,,,4428296.0,4428296.0
