row_label_raw,row_label_full,col_0,col_1,Thuyết minh,Tại ngày 31 tháng 12 năm > 2025Triệu đồng,Tại ngày 31 tháng 12 năm > 2024Triệu đồng,numeric__col_1,numeric__Thuyết minh,numeric__Tại ngày 31 tháng 12 năm > 2025Triệu đồng,numeric__Tại ngày 31 tháng 12 năm > 2024Triệu đồng
1,1,1,Bảo lãnh vốn vay,36,28.630.320,15.390.290,,36.0,28630320.0,15390290.0
2,2,2,Cam kết giao dịch hối đoái,36,860.422.276,804.229.724,,36.0,860422276.0,804229724.0
2,2,2,Cam kết mua ngoại tệ,,5.341.651,6.892.967,,,5341651.0,6892967.0
2,2,2,Cam kết bán ngoại tệ,,5.341.779,6.892.619,,,5341779.0,6892619.0
2,2,2,Cam kết giao dịch hoán đối,,849.738.846,790.444.138,,,849738846.0,790444138.0
4,4,4,Cam kết trong nghiệp vụ L/C,36,91.019.626,66.691.329,,36.0,91019626.0,66691329.0
5,5,5,Bảo lãnh khác,36,147.475.860,108.170.999,,36.0,147475860.0,108170999.0
6,6,6,Các cam kết khác,36,83.119.399,63.111.263,,36.0,83119399.0,63111263.0
7,7,7,Lãi cho vay và phí phải thu chưa thu được,37,10.640.841,10.664.189,,37.0,10640841.0,10664189.0
8,8,8,Nợ khó đòi đã xử lý,38,185.652.293,164.411.420,,38.0,185652293.0,164411420.0
9,9,9,Tài sản và chứng từ khác,39,95.027.390,132.970.869,,39.0,95027390.0,132970869.0
