row_label_raw,row_label_full,col_0,Năm tài chính kết thúc ngày > 31.12.2025,Năm tài chính kết thúc ngày > 31.12.2024Tính toán lại,numeric__Năm tài chính kết thúc ngày > 31.12.2025,numeric__Năm tài chính kết thúc ngày > 31.12.2024Tính toán lại
Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),Lợi nhuận thuần phân bổ cho các cổ đông (Triệu đồng),34.604.481,25.348.215,34604481.0,25348215.0
"Điều chỉnh giảm số trích lập các quỹ khen thưởng,phúc lợi (Triệu đồng) (*)","Điều chỉnh giảm số trích lập các quỹ khen thưởng,phúc lợi (Triệu đồng) (*)","Điều chỉnh giảm số trích lập các quỹ khen thưởng,phúc lợi (Triệu đồng) (*)",,(1.404.289),,-1404289.0
,,,34.604.481,23.943.926,34604481.0,23943926.0
Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),Bình quân số cổ phiếu phổ thông đang lưu hành (cổ phiếu),7.766.944.637,7.766.944.637,7766944637.0,7766944637.0
Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),Lãi cơ bản trên mỗi cổ phiếu (VND),4.455,3.083,4455.0,3083.0
