row_label_raw,row_label_full,STT,CHỈ TIÊU,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B.,B.,B.,NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,,,,,,
I.,B. > I.,I.,Các khoản nợ Chính phủ và NHNN,18,25.340.018,17.222.797,,18.0,25340018.0,17222797.0
II.,B. > II.,II.,Tiền gửi và vay các TCTD khác,19,98.007.392,82.260.848,,19.0,98007392.0,82260848.0
1.,B. > 1.,1.,Tiền gửi của các TCTD khác,,58.953.639,40.828.386,,,58953639.0,40828386.0
2.,B. > 2.,2.,Vay các TCTD khác,,39.053.753,41.432.462,,,39053753.0,41432462.0
III.,B. > III.,III.,Tiền gửi của khách hàng,20,1.380.397.799,1.226.673.942,,20.0,1380397799.0,1226673942.0
IV.,B. > IV.,IV.,"Vốn tài trợ, ủy thác đầu tư, cho vay TCTD chịu rủi ro",21,14.349.996,12.853.270,,21.0,14349996.0,12853270.0
V.,B. > V.,V.,Phát hành giấy tờ có giá,22,123.681.757,63.236.692,,22.0,123681757.0,63236692.0
VI.,B. > VI.,VI.,Các khoản nợ khác,23,33.589.804,34.791.551,,23.0,33589804.0,34791551.0
1.,B. > 1.,1.,"Các khoản lãi, phí phải trả",,21.527.269,22.428.269,,,21527269.0,22428269.0
2.,B. > 2.,2.,Thuế TNDN hoãn lại phải trả,,114.444,113.813,,,114444.0,113813.0
3.,B. > 3.,3.,Các khoản phải trả và công nợ khác,,11.948.091,12.249.469,,,11948091.0,12249469.0
,,,TỔNG NỘ PHẢI TRẢ,,1.675.366.766,1.437.039.100,,,1675366766.0,1437039100.0
VII.,B. > VII.,VII.,Vốn và các quỹ,25,,,,25.0,,
1.,B. > 1.,1.,Vốn của Ngân hàng,,65.145.472,54.780.413,,,65145472.0,54780413.0
a.,B. > a.,a.,Vốn điều lệ,,50.585.239,40.220.180,,,50585239.0,40220180.0
b.,B. > b.,b.,Thặng dư vốn cổ phần,,14.292.382,14.292.382,,,14292382.0,14292382.0
c.,B. > c.,c.,Vốn khác,,267.851,267.851,,,267851.0,267851.0
2.,B. > 2.,2.,Quỹ của Ngân hàng,,9.684.951,8.064.281,,,9684951.0,8064281.0
3.,B. > 3.,3.,Chênh lệch tỷ giá hối đoái,,(367.882),49.915,,,-367882.0,49915.0
4.,B. > 4.,4.,Lợi nhuận chưa phân phối,,8.672.557,13.517.408,,,8672557.0,13517408.0
5.,B. > 5.,5.,Lợi ích cổ đông không kiểm soát,,3.193.928,3.234.595,,,3193928.0,3234595.0
,,,TỔNG VỐN CHỦ SỞ HỮU,,86.329.026,79.646.612,,,86329026.0,79646612.0
,,,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,1.761.695.792,1.516.685.712,,,1761695792.0,1516685712.0
