row_label_raw,row_label_full,Bên liên quan,Các giao dịch,Triệu VND,numeric__Các giao dịch,numeric__Triệu VND
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Tăng tiền gửi của BIDV tại đại diện chủ sở hữu,18.970.994,,18970994.0
Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Đại diện chủ sở hữu (NHNN),Tăng các khoản vay của BIDV từ đại diện chủ sở hữu,1.909.689,,1909689.0
Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Bên liên quan của chủ sở hữu (BTC và Kho bạc Nhà nước),Tăng tiền gửi của bên liên quan của chủ sở hữu tại BIDV,5.860.638,,5860638.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Tăng tiền gửi tại BIDV của cổ đông chiến lược,35.890,,35890.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Tăng tiền gửi của BIDV tại cổ đông chiến lược,532.456,,532456.0
Cổ đông chiến lược,Cổ đông chiến lược,Cổ đông chiến lược,Tăng tiền BIDV phải trả cổ đông chiến lược,120.661,,120661.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,Tăng tiền gửi tại BIDV của các công ty liên doanh,782.421,,782421.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,Tăng tiền gửi của BIDV tại các công ty liên doanh,2.228.561,,2228561.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,(Giảm) tiền vay từ BIDV của các công ty liên doanh,(382.122),,-382122.0
Các công ty liên doanh,Các công ty liên doanh,Các công ty liên doanh,Tăng phải thu các công ty liên doanh,40.000,,40000.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,(Giảm) tiền gửi tại BIDV của các công ty liên kết,(177.640),,-177640.0
Các công ty liên kết,Các công ty liên kết,Các công ty liên kết,(Giảm) tiền vay từ BIDV của các công ty liên kết,(131.631),,-131631.0
