row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,Triệu VND,Triệu VND,,
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,267.330.692,221.331.066,267330692.0,221331066.0
- Bằng VND,- Bằng VND,- Bằng VND,241.146.028,199.918.795,241146028.0,199918795.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,26.184.664,21.412.271,26184664.0,21412271.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,1.107.780.582,998.833.657,1107780582.0,998833657.0
- Bằng VND,- Bằng VND,- Bằng VND,1.062.171.574,962.570.294,1062171574.0,962570294.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,45.609.008,36.263.363,45609008.0,36263363.0
Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,Tiền gửi vốn chuyên dụng,5.286.525,6.509.219,5286525.0,6509219.0
- Bằng VND,- Bằng VND,- Bằng VND,3.829.541,4.345.892,3829541.0,4345892.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,1.456.984,2.163.327,1456984.0,2163327.0
,,,1.380.397.799,1.226.673.942,1380397799.0,1226673942.0
