row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,26.797.803,"1,98",27.061.345,"2,23",26797803.0,1.98,27061345.0,2.23
Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,Công ty TNHH trên một thành viên với vốn Nhà nước trên 50%,3.327.629,"0,25",3.541.739,"0,29",3327629.0,0.25,3541739.0,0.29
Công ty TNHH khác,Công ty TNHH khác,Công ty TNHH khác,320.687.656,"23,67",308.543.368,"25,41",320687656.0,23.67,308543368.0,25.41
Công ty cố phần vốn Nhà nước trên 50%,Công ty cố phần vốn Nhà nước trên 50%,Công ty cố phần vốn Nhà nước trên 50%,52.977.276,"3,91",60.682.631,"5,00",52977276.0,3.91,60682631.0,5.0
Công ty cố phần khác,Công ty cố phần khác,Công ty cố phần khác,377.780.022,"27,89",349.789.977,"28,81",377780022.0,27.89,349789977.0,28.81
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,2.268,-,998,-,2268.0,,998.0,
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,24.738.699,"1,83",20.842.782,"1,72",24738699.0,1.83,20842782.0,1.72
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,879.617,"0,06",679.196,"0,06",879617.0,0.06,679196.0,0.06
"Doanh nghiệp tư nhân, cá nhân","Doanh nghiệp tư nhân, cá nhân","Doanh nghiệp tư nhân, cá nhân",546.722.445,"40,36",442.520.980,"36,43",546722445.0,40.36,442520980.0,36.43
"Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, Đằng, đoàn thể và hiệp hội",719.228,"0,05",632.900,"0,05",719228.0,0.05,632900.0,0.05
,,,1.354.632.643,"100,00",1.214.295.916,"100,00",1354632643.0,100.0,1214295916.0,100.0
