row_label_raw,row_label_full,col_0,Tổng dư nợ cho vay,Tổng tiền gửi,Các cam kết ngoại bằng,CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC),numeric__Tổng dư nợ cho vay,numeric__Tổng tiền gửi,numeric__Các cam kết ngoại bằng,numeric__CCTC phải sinh (Tổng giá trị giao dịch theo hợp đồng),numeric__Kinh doanh và đầu tư chứng khoán (Chênh lệch DN-DC)
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,
Trong nước,Trong nước,Trong nước,1.354.494.767,1.429.749.987,307.639.707,192.282,180.687.233,1354494767.0,1429749987.0,307639707.0,192282.0,180687233.0
Nước ngoài,Nước ngoài,Nước ngoài,24.164.451,26.791.483,1.732.692,-,2.782.639,24164451.0,26791483.0,1732692.0,,2782639.0
