row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Triệu VND,%,Triệu VND,%,,,,
Công ty Nhà nước,Công ty Nhà nước,Công ty Nhà nước,53.365.035,"3,87",48.259.359,"3,93",53365035.0,3.87,48259359.0,3.93
Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,Công ty trách nhiệm hữu hạn 1 thành viên do nhà nước sở hữu 100% vốn điều lệ,92.060.307,"6,67",82.658.637,"6,74",92060307.0,6.67,82658637.0,6.74
Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc nhà Nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc nhà Nước giữ quyền chi phối,Công ty trách nhiệm hữu hạn 2 thành viên trở lên có phần vốn góp của Nhà nước trên 50% vốn điều lệ hoặc nhà Nước giữ quyền chi phối,931.747,"0,07",273.758,"0,02",931747.0,0.07,273758.0,0.02
Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,Công ty trách nhiệm hữu hạn khác,84.815.573,"6,14",68.770.162,"5,61",84815573.0,6.14,68770162.0,5.61
Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,Công ty cổ phần có vốn cổ phần của Nhà nước chiếm trên 50% vốn điều lệ hoặc tổng số cổ phần có quyền biểu quyết; hoặc Nhà nước giữ quyền chi phối đối với công ty trong Điều lệ của công ty,59.950.497,"4,34",59.972.732,"4,89",59950497.0,4.34,59972732.0,4.89
Công ty cổ phần khác,Công ty cổ phần khác,Công ty cổ phần khác,102.789.072,"7,45",89.616.762,"7,31",102789072.0,7.45,89616762.0,7.31
Công ty hợp danh,Công ty hợp danh,Công ty hợp danh,441.142,"0,03",787.923,"0,06",441142.0,0.03,787923.0,0.06
Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,Doanh nghiệp tư nhân,3.075.874,"0,22",2.768.524,"0,23",3075874.0,0.22,2768524.0,0.23
Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,Doanh nghiệp có vốn đầu tư nước ngoài,89.152.871,"6,46",62.434.876,"5,09",89152871.0,6.46,62434876.0,5.09
Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,Hợp tác xã và liên hiệp hợp tác xã,600.806,"0,04",1.160.030,"0,09",600806.0,0.04,1160030.0,0.09
"Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân","Hộ kinh doanh, cá nhân",691.832.152,"50,12",635.518.001,"51,81",691832152.0,50.12,635518001.0,51.81
"Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội","Đơn vị hành chính sự nghiệp, đẳng, đoàn thể và hiệp hội",42.129.024,"3,05",36.504.700,"2,98",42129024.0,3.05,36504700.0,2.98
Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,Tiền gửi của các đối tượng khác,159.253.699,"11,54",137.948.478,"11,24",159253699.0,11.54,137948478.0,11.24
,,,1.380.397.799,"100,00",1.226.673.942,"100,00",1380397799.0,100.0,1226673942.0,100.0
