row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hiện tại,Số cuối năm > Tỷ lệ sở hữu của Ngân hàng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hiện tại,Số đầu năm > Tỷ lệ sở hữu của Ngân hàng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hiện tại,numeric__Số cuối năm > Tỷ lệ sở hữu của Ngân hàng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hiện tại,numeric__Số đầu năm > Tỷ lệ sở hữu của Ngân hàng
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
"Công ty Cổ phầnCho thuê máy bayViệt Nam (""VALC"")","Công ty Cổ phầnCho thuê máy bayViệt Nam (""VALC"")","Công ty Cổ phầnCho thuê máy bayViệt Nam (""VALC"")",244.207,595.596,"18,52",244.207,603.605,"18,52",244207.0,595596.0,18.52,244207.0,603605.0,18.52
"Công ty TNHH Lương thựcCampuchia - Việt Nam(""Cavifood"")","Công ty TNHH Lương thựcCampuchia - Việt Nam(""Cavifood"")","Công ty TNHH Lương thựcCampuchia - Việt Nam(""Cavifood"")",-,-,"32,51",-,-,"32,51",,,32.51,,,32.51
,,,244.207,595.596,,244.207,603.605,,244207.0,595596.0,,244207.0,603605.0,
