row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm(Trình bày lại) (*),numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại) (*)
,,,Triệu VND,Triệu VND,,
Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,Nợ đủ tiêu chuẩn,108.111.123,60.455.088,108111123.0,60455088.0
Nợ cần chú ý,Nợ cần chú ý,Nợ cần chú ý,-,-,,
Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,Nợ dưới tiêu chuẩn,-,-,,
Nợ nghi ngờ,Nợ nghi ngờ,Nợ nghi ngờ,-,-,,
Nợ có khả năng mất vốn,Nợ nghi ngờ > Nợ có khả năng mất vốn,Nợ có khả năng mất vốn,1.011,1.023,1011.0,1023.0
,,,108.112.134,60.456.111,108112134.0,60456111.0
