row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,Tổng cộng,numeric__Dự phòng chung,numeric__Dự phòng cụ thể,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,,,
Số dư tại ngày 01/01/2020(Hoàn nhập) dự phòng trong năm 2020,Số dư tại ngày 01/01/2020(Hoàn nhập) dự phòng trong năm 2020,Số dư tại ngày 01/01/2020(Hoàn nhập) dự phòng trong năm 2020,145.165(7.408),1.027(2),146.192(7.410),,,
Tăng khác,Số dư tại ngày 01/01/2020(Hoàn nhập) dự phòng trong năm 2020 > Tăng khác,Tăng khác,45,-,45,45.0,,45.0
Số dư tại ngày 31/12/2020(Hoàn nhập) dự phòng trong năm 2021,Số dư tại ngày 31/12/2020(Hoàn nhập) dự phòng trong năm 2021,Số dư tại ngày 31/12/2020(Hoàn nhập) dự phòng trong năm 2021,137.802(9.479),1.025(14),138.826(9.493),,,
Số dư tại ngày 31/12/2021,Số dư tại ngày 31/12/2020(Hoàn nhập) dự phòng trong năm 2021 > Số dư tại ngày 31/12/2021,Số dư tại ngày 31/12/2021,128.323,1.011,129.334,128323.0,1011.0,129334.0
