row_label_raw,row_label_full,col_0,Số cuối năm > Giá gốc,Số cuối năm > Giá trị hiện tại,Số cuối năm > Tỷ lệ sở hữu của Ngân hàng,Số đầu năm > Giá gốc,Số đầu năm > Giá trị hiện tại,Số đầu năm > Tỷ lệ sở hữu của Ngân hàng,numeric__Số cuối năm > Giá gốc,numeric__Số cuối năm > Giá trị hiện tại,numeric__Số cuối năm > Tỷ lệ sở hữu của Ngân hàng,numeric__Số đầu năm > Giá gốc,numeric__Số đầu năm > Giá trị hiện tại,numeric__Số đầu năm > Tỷ lệ sở hữu của Ngân hàng
,,,Triệu VND,Triệu VND,%,Triệu VND,Triệu VND,%,,,,,,
"Đầu tư vào các tổ chức tín dụng Ngân hàng Liên doanh Việt Nga (""VRB"")","Đầu tư vào các tổ chức tín dụng Ngân hàng Liên doanh Việt Nga (""VRB"")","Đầu tư vào các tổ chức tín dụng Ngân hàng Liên doanh Việt Nga (""VRB"")",1.505.054,1.600.737,"50,00",1.505.054,1.595.702,"50,00",1505054.0,1600737.0,50.0,1505054.0,1595702.0,50.0
"Đầu tư vào các tổ chức kinh tế Công ty Liên doanh Tháp BIDV (""BIDV Tower"")","Đầu tư vào các tổ chức kinh tế Công ty Liên doanh Tháp BIDV (""BIDV Tower"")","Đầu tư vào các tổ chức kinh tế Công ty Liên doanh Tháp BIDV (""BIDV Tower"")",115.089,242.491,"55,00",115.089,218.599,"55,00",115089.0,242491.0,55.0,115089.0,218599.0,55.0
"Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")","Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")","Công ty TNHH Bảo hiểm Nhân thọ BIDV Metlife (""BIDV Metlife"")",451.000,290.858,"37,25",400.000,225.568,"34,32",451000.0,290858.0,37.25,400000.0,225568.0,34.32
,,,2.071.143,2.134.086,,2.020.143,2.039.869,,2071143.0,2134086.0,,2020143.0,2039869.0,
