row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
(Tăng)/Giảm các khoản về kinh doanh chứng khoán (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/Giảm các khoản về kinh doanh chứng khoán (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,(Tăng)/Giảm các khoản về kinh doanh chứng khoán (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác,,(47.840.246)(24.349),13.505.590(75.803),,,
(Tăng) các khoản cho vay khách hàng,(Tăng)/Giảm các khoản về kinh doanh chứng khoán (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác > (Tăng) các khoản cho vay khách hàng,(Tăng) các khoản cho vay khách hàng,,(140.336.727),(97.297.933),,-140336727.0,-97297933.0
"(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tắt toán trái phiếu đặc biệt","(Tăng)/Giảm các khoản về kinh doanh chứng khoán (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác > (Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tắt toán trái phiếu đặc biệt","(Giảm) nguồn dự phòng để bù đắp tổn thất các khoản nợ xấu, trái phiếu doanh nghiệp và tắt toán trái phiếu đặc biệt","13, 14.4, 14.5",(19.838.357),(25.417.774),,-19838357.0,-25417774.0
Giảm khác về tài sản hoạt động,(Tăng)/Giảm các khoản về kinh doanh chứng khoán (Tăng) các công cụ tài chính phải sinh và các tài sản tài chính khác > Giảm khác về tài sản hoạt động,Giảm khác về tài sản hoạt động,,1.151.176,2.327.530,,1151176.0,2327530.0
Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,Những thay đối về công nợ hoạt động,,,
(Giảm) các khoản nợ Chính phủ và NHNN,Những thay đối về công nợ hoạt động > (Giảm) các khoản nợ Chính phủ và NHNN,(Giảm) các khoản nợ Chính phủ và NHNN,,(2.236.588),(4.130.532),,-2236588.0,-4130532.0
"Tăng các khoản tiền gửi, tiền vay các TCTD khác","Những thay đối về công nợ hoạt động > Tăng các khoản tiền gửi, tiền vay các TCTD khác","Tăng các khoản tiền gửi, tiền vay các TCTD khác",,15.746.544,5.577.669,,15746544.0,5577669.0
Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Những thay đối về công nợ hoạt động > Tăng tiền gửi của khách hàng (bao gồm cả KBNN),Tăng tiền gửi của khách hàng (bao gồm cả KBNN),,164.077.666,25.104.641,,164077666.0,25104641.0
Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Những thay đối về công nợ hoạt động > Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),Tăng phát hành giấy tờ có giá (ngoại trừ giấy tờ có giá phát hành được tính vào hoạt động tài chính),,60.445.065,464.330,,60445065.0,464330.0
"Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Những thay đối về công nợ hoạt động > Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro","Tăng các nguồn vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,1.496.726,466.850,,1496726.0,466850.0
(Giảm) khác về công nợ hoạt động,Những thay đối về công nợ hoạt động > (Giảm) khác về công nợ hoạt động,(Giảm) khác về công nợ hoạt động,,(3.532.641),(2.289.779),,-3532641.0,-2289779.0
Chi từ quỹ của tổ chức tín dụng,Những thay đối về công nợ hoạt động > Chi từ quỹ của tổ chức tín dụng,Chi từ quỹ của tổ chức tín dụng,25.1,(895),(198),251.0,-895.0,-198.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,Những thay đối về công nợ hoạt động > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,68.890.144,(67.912.810),,68890144.0,-67912810.0
