row_label_raw,row_label_full,col_0,Thuyết minh,Năm nay,Năm trước,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả,,103.175.768(55.085.600),102.790.502(67.158.420),,,
Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán Chi hoạt động khác,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán Chi hoạt động khác,Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán Chi hoạt động khác,,6.614.2812.902.314,5.266.3814.045.385,,66142812902314.0,52663814045385.0
Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán Chi hoạt động khác,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán Chi hoạt động khác,Thu nhập từ hoạt động dịch vụ nhận được Chênh lệch số tiền thực thu từ hoạt động kinh doanh ngoại tệ và chứng khoán Chi hoạt động khác,,(2.058.082),(2.050.717),,-2058082.0,-2050717.0
"Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro","Tiền thu các khoản nợ đã được xử lý xóa, bù đắp bằng nguồn dự phòng rủi ro",31,8.233.496,7.135.895,31.0,8233496.0,7135895.0
"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ","Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(17.575.802),(19.160.792),,-17575802.0,-19160792.0
Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,Tiền thuế thu nhập doanh nghiệp thực nộp trong năm,24,(2.614.061),(2.109.973),24.0,-2614061.0,-2109973.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,Thu nhập lãi và các khoản thu nhập tương tự nhận được Chi phí lãi và các chi phí tương tự đã trả > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đối về tài sản và vốn lưu động,,43.592.314,28.758.261,,43592314.0,28758261.0
Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,Những thay đối về tài sản hoạt động,,,
"(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","Những thay đối về tài sản hoạt động > (Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác","(Tăng) các khoản tiền, vàng gửi và cho vay các TCTD khác",,(3.809.544),(14.905.662),,-3809544.0,-14905662.0
