row_label_raw,row_label_full,col_0,Nguyên giá/Giá trị hợp lý khi ghi nhận ban đầu,Giá trị khấu hao lũy kế,Giá trị còn lại,numeric__Nguyên giá/Giá trị hợp lý khi ghi nhận ban đầu,numeric__Giá trị khấu hao lũy kế,numeric__Giá trị còn lại
,,,Triệu VND,Triệu VND,Triệu VND,,,
TSCĐ vô hình có giá trị lớn trong tổng tài sản,TSCĐ vô hình có giá trị lớn trong tổng tài sản,TSCĐ vô hình có giá trị lớn trong tổng tài sản,4.973.940,1.343.315,3.630.625,4973940.0,1343315.0,3630625.0
Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,Nguyên giá của TSCĐ vô hình đã khấu hao hết nhưng vẫn còn sử dụng,949.401,949.401,-,949401.0,949401.0,
Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,Giá trị còn lại của TSCĐ vô hình đang chờ thanh lý,74,74,-,74.0,74.0,
