row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúc","Máy móc,thiết bị",Phương tiệnvận tải,"Thiết bị, dụng cụquản lý",TSCĐ hữu hìnhkhác,Tổng cộng,"numeric__Nhà cửa,vật kiến trúc","numeric__Máy móc,thiết bị",numeric__Phương tiệnvận tải,"numeric__Thiết bị, dụng cụquản lý",numeric__TSCĐ hữu hìnhkhác,numeric__Tổng cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,
Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,Nguyên giá TSCĐ hữu hình,,,,,,
Số dư đầu năm,Nguyên giá TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,6.888.033,4.691.964,1.450.895,193.678,128.740,13.353.310,6888033.0,4691964.0,1450895.0,193678.0,128740.0,13353310.0
Mua trong năm,Nguyên giá TSCĐ hữu hình > Mua trong năm,Mua trong năm,81.315,506.340,69.905,5.902,10.361,673.823,81315.0,506340.0,69905.0,5902.0,10361.0,673823.0
Đầu tư XDCB hoàn thành,Nguyên giá TSCĐ hữu hình > Đầu tư XDCB hoàn thành,Đầu tư XDCB hoàn thành,367.081,148.165,48.181,11.417,1.933,576.777,367081.0,148165.0,48181.0,11417.0,1933.0,576777.0
"Thanh lý, nhượng bán","Nguyên giá TSCĐ hữu hình > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(8.190),(78.747),(35.744),(4.311),(4.790),(131.782),-8190.0,-78747.0,-35744.0,-4311.0,-4790.0,-131782.0
(Giảm) khác,Nguyên giá TSCĐ hữu hình > (Giảm) khác,(Giảm) khác,(160.329),(32.250),(9.959),(5.025),(257),(207.820),-160329.0,-32250.0,-9959.0,-5025.0,-257.0,-207820.0
Số dư cuối năm,Nguyên giá TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,7.167.910,5.235.472,1.523.278,201.661,135.987,14.264.308,7167910.0,5235472.0,1523278.0,201661.0,135987.0,14264308.0
Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,Giá trị hao mòn lũy kế,,,,,,
Số dư đầu năm,Giá trị hao mòn lũy kế > Số dư đầu năm,Số dư đầu năm,2.255.637,3.656.693,1.020.028,155.669,102.953,7.190.980,2255637.0,3656693.0,1020028.0,155669.0,102953.0,7190980.0
Khấu hao trong năm,Giá trị hao mòn lũy kế > Khấu hao trong năm,Khấu hao trong năm,313.382,461.332,139.639,23.019,14.006,951.378,313382.0,461332.0,139639.0,23019.0,14006.0,951378.0
"Thanh lý, nhượng bán","Giá trị hao mòn lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",(3.706),(76.555),(35.051),(4.311),(4.640),(124.263),-3706.0,-76555.0,-35051.0,-4311.0,-4640.0,-124263.0
(Giảm) khác,Giá trị hao mòn lũy kế > (Giảm) khác,(Giảm) khác,(48.775),(30.603),(9.005),(2.966),(488),(91.837),-48775.0,-30603.0,-9005.0,-2966.0,-488.0,-91837.0
Số dư cuối năm,Giá trị hao mòn lũy kế > Số dư cuối năm,Số dư cuối năm,2.516.538,4.010.867,1.115.611,171.411,111.831,7.926.258,2516538.0,4010867.0,1115611.0,171411.0,111831.0,7926258.0
Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,Giá trị còn lại của TSCĐ hữu hình,,,,,,
Số dư đầu năm,Giá trị còn lại của TSCĐ hữu hình > Số dư đầu năm,Số dư đầu năm,4.632.396,1.035.271,430.867,38.009,25.787,6.162.330,4632396.0,1035271.0,430867.0,38009.0,25787.0,6162330.0
Số dư cuối năm,Giá trị còn lại của TSCĐ hữu hình > Số dư cuối năm,Số dư cuối năm,4.651.372,1.224.605,407.667,30.250,24.156,6.338.050,4651372.0,1224605.0,407667.0,30250.0,24156.0,6338050.0
