row_label_raw,row_label_full,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật Vũng Áng,Công ty liên kết,Bán hàng hóa,55.469.429.667,82.446.029.820,numeric__Công ty liên kết,numeric__Bán hàng hóa,numeric__55.469.429.667,numeric__82.446.029.820
Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty Cổ phần Gỗ lạng Buôn Ma Thuột,Công ty liên kết,Bán hàng hóa,47.562.356,1.752.673.568,,,47562356.0,1752673568.0
Công ty TNHH Sản xuất Nguyên liệu giấy Việt nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu giấy Việt nhật Cái Lân,Công ty TNHH Sản xuất Nguyên liệu giấy Việt nhật Cái Lân,Công ty liên kết,Phí dịch vụ nội bộ,-,1.012.608.000,,,,1012608000.0
Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty TNHH Sản xuất Nguyên liệu giấy Việt Nhật,Công ty liên kết,Phí dịch vụ nội bộ,221.685.000,759.456.000,,,221685000.0,759456000.0
Công ty CP Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Công ty CP Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Công ty CP Lâm đặc sản và Xuất nhập khẩu Hà Tĩnh,Công ty con,Bán hàng hóa,97.720.000,222.123.000,,,97720000.0,222123000.0
Công ty TNHH MTV Lâm nghiệp Đình Lập,Công ty TNHH MTV Lâm nghiệp Đình Lập,Công ty TNHH MTV Lâm nghiệp Đình Lập,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,222.123.000,181.907.000,,,222123000.0,181907000.0
Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty TNHH Yamaha Motor Việt Nam,Công ty liên kết,Cho thuê văn phòng và các dịch vụ phụ trợ khác,2.339.480.720,57.355.437,,,2339480720.0,57355437.0
Công ty TNHH MTV Hợp Tác Lao Động và Dịch Vụ Vinafor,Công ty TNHH MTV Hợp Tác Lao Động và Dịch Vụ Vinafor,Công ty TNHH MTV Hợp Tác Lao Động và Dịch Vụ Vinafor,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,1.039.824.000,-,,,1039824000.0,
Công ty Cổ phần giống Lâm nghiệp vùng Bắc Trung Bộ,Công ty Cổ phần giống Lâm nghiệp vùng Bắc Trung Bộ,Công ty Cổ phần giống Lâm nghiệp vùng Bắc Trung Bộ,Công ty con,Doanh thu bán hàng và cung cấp dịch vụ,779.868.000,-,,,779868000.0,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,,,60.217.692.743,86.432.152.825,,,60217692743.0,86432152825.0
