row_label_raw,row_label_full,col_0,Năm nay,Đơn vị tính: VND > Năm trước,numeric__Năm nay,numeric__Đơn vị tính: VND > Năm trước
Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,Tổng lợi nhuận kế toán trước thuế,378.859.922.581,350.357.453.099,378859922581.0,350357453099.0
Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,Thuế TNDN theo thuế suất 20% áp dụng cho Công ty,75.771.984.516,70.071.490.620,75771984516.0,70071490620.0
Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,Các khoản điều chỉnh tăng:,,
Chi phí không được khấu trừ thuế,Các khoản điều chỉnh tăng: > Chi phí không được khấu trừ thuế,Chi phí không được khấu trừ thuế,711.557.687,3.563.128.552,711557687.0,3563128552.0
Chi phí trích lập dự phòng hàng tồn kho,Các khoản điều chỉnh tăng: > Chi phí trích lập dự phòng hàng tồn kho,Chi phí trích lập dự phòng hàng tồn kho,324.989.080,336.056.020,324989080.0,336056020.0
Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Các khoản điều chỉnh tăng: > Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,Chênh lệch tỷ giá chưa thực hiện do đánh giá lại tiền và các khoản phải thu,5.840.732,8.471.358,5840732.0,8471358.0
Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,Các khoản điều chỉnh giảm:,,
Thu nhập không chịu thuế,Các khoản điều chỉnh giảm: > Thu nhập không chịu thuế,Thu nhập không chịu thuế,(47.403.292.135),(54.103.599.679),-47403292135.0,-54103599679.0
Các khoản điều chỉnh khác,Các khoản điều chỉnh giảm: > Các khoản điều chỉnh khác,Các khoản điều chỉnh khác,(633.408.001),(344.005.007),-633408001.0,-344005007.0
Chi phí thuế TNDN,Các khoản điều chỉnh giảm: > Chi phí thuế TNDN,Chi phí thuế TNDN,28.777.671.879,19.531.541.864,28777671879.0,19531541864.0
