row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,
"Nhận ký quỹ, ký cược ngắn hạn","Ngắn hạn > Nhận ký quỹ, ký cược ngắn hạn","Nhận ký quỹ, ký cược ngắn hạn",9.502.720.610,9.892.720.610,9502720610.0,9892720610.0
Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,Ngắn hạn > Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,Phải trả Ban Thanh lý Xí nghiệp Phú Lâm,6.843.144.499,6.551.503.825,6843144499.0,6551503825.0
"Kinh phí đo đạc, cấm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)","Ngắn hạn > Kinh phí đo đạc, cấm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)","Kinh phí đo đạc, cấm mốc, cấp giấy chứng nhận quyền sử dụng đất (*)",1.620.147.547,3.127.120.559,1620147547.0,3127120559.0
Phải trả cổ tức,Ngắn hạn > Phải trả cổ tức,Phải trả cổ tức,37.847.100,32.488.720,37847100.0,32488720.0
Phải trả phải nộp khác,Ngắn hạn > Phải trả phải nộp khác,Phải trả phải nộp khác,12.546.595.203,12.859.255.565,12546595203.0,12859255565.0
TỔNG CỘNG,Ngắn hạn > TỔNG CỘNG,TỔNG CỘNG,30.550.454.959,32.463.089.279,30550454959.0,32463089279.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả ngắn hạn khác các bên khác,Trong đó: > Phải trả ngắn hạn khác các bên khác,Phải trả ngắn hạn khác các bên khác,30.540.489.847,32.453.124.167,30540489847.0,32453124167.0
Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 31),Trong đó: > Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 31),Phải trả ngắn hạn khác cho các bên liên quan(Thuyết minh số 31),9.965.112,9.965.112,9965112.0,9965112.0
Dài hạn,Dài hạn,Dài hạn,Dài hạn,Dài hạn,,
"Nhận ký quỹ, ký cược dài hạn","Dài hạn > Nhận ký quỹ, ký cược dài hạn","Nhận ký quỹ, ký cược dài hạn",14.329.332.589,11.913.342.335,14329332589.0,11913342335.0
Phải trả phải nộp khác,Dài hạn > Phải trả phải nộp khác,Phải trả phải nộp khác,1.215.535.680,1.215.535.680,1215535680.0,1215535680.0
TỔNG CỘNG,Dài hạn > TỔNG CỘNG,TỔNG CỘNG,15.544.868.269,13.128.878.015,15544868269.0,13128878015.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Phải trả dài hạn khác các bên khác,Trong đó: > Phải trả dài hạn khác các bên khác,Phải trả dài hạn khác các bên khác,14.329.332.589,11.913.342.335,14329332589.0,11913342335.0
Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 31),Trong đó: > Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 31),Phải trả dài hạn khác cho các bên liên quan(Thuyết minh số 31),1.215.535.680,1.215.535.680,1215535680.0,1215535680.0
