row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Đơn vị tính: VND > Năm nay,Đơn vị tính: VND > Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Đơn vị tính: VND > Năm nay,numeric__Đơn vị tính: VND > Năm trước
Công ty TNHHMTV Lâm nghiệpBa Tơ,Công ty TNHHMTV Lâm nghiệpBa Tơ,Công ty TNHHMTV Lâm nghiệpBa Tơ,Công ty con,Góp vốnTăng vốn bằng bù trừcông nợChuyển tiền hỗ trợ,6.602.374.9851.247.657.827124.000.000,1.599.089.233----85.000.000,,,6.602374985124766e+28,
Công ty TNHHMTV Lâm nghiệpLa Ngà - ĐồngNai,Công ty TNHHMTV Lâm nghiệpLa Ngà - ĐồngNai,Công ty TNHHMTV Lâm nghiệpLa Ngà - ĐồngNai,Công ty con,Cho vayLãi tiền cho vayThu hồi gốc cho vayChuyển tiền hỗ trợThanh toán lãi vay,19.050.000.0002.061.642.6035.000.0000209.000.0001.186.266.301,15.000.000.000671.191.780----161.500.000139.178.082,,,1.9050000000206163e+47,
Công ty TNHHMTV Lâm nghiệpĐồng Bắc,Công ty TNHHMTV Lâm nghiệpĐồng Bắc,Công ty TNHHMTV Lâm nghiệpĐồng Bắc,Công ty con,Cho vayThu hồi gốc cho vayChuyển tiền hỗ trợDoanh thu bán hàng và cung cấp dịch vụDịch vụ thiết kế khai thác gỗ rừng,2.560.000.0001.300.000.000651.000.000105.000.00024.020.800,2.500.000.000----764.000.000104.265.00027.591.600,,,2.56000000013e+45,
Công ty Cổ phầnCẩm Hà,Công ty Cổ phầnCẩm Hà,Công ty Cổ phầnCẩm Hà,Công ty con,Góp vốnChuyển tiền hỗ trợ,-2.726.841.300,11.444.400.0001.351.671.300,,,-2726841300.0,1.1444400000135166e+20
Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng BắcBộ,Công ty con,Chuyển tiền cho vayTạm ứng mua hàngHoàn ứng tiền mua hàngThu nợ gốc và lãi vayDoanh thu bán hàng và cung cấp dịch vụChuyển tiền hỗ trợLãi tiền cho vay,----294.871.36399.000.000256.158.905,3.000.000.0001.500.000.0001.500.000.000372.214.356151.095.00070.000.00080.082.739,,,,3.00000000015e+63
Công ty Cổ phầnGiống Lâmnghiệp vùng NamBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng NamBộ,Công ty Cổ phầnGiống Lâmnghiệp vùng NamBộ,Công ty con,Chuyển tiền hỗ trợThu tiền công nợ,152.000.00086.400.000,149.000.000----,,,1.52000000864e+16,
Công ty Cổ phầnGiống Lâmnghiệp vùng NamTrung Bộ,Công ty Cổ phầnGiống Lâmnghiệp vùng NamTrung Bộ,Công ty Cổ phầnGiống Lâmnghiệp vùng NamTrung Bộ,Công ty con,Chuyển tiền hỗ trợ,-,19.000.000,,,,19000000.0
Công ty Cổ phầnLong Bình,Công ty Cổ phầnLong Bình,Công ty Cổ phầnLong Bình,Công ty con,Chuyển tiền hỗ trợPhí giữ hộ hàng hóaThanh toán phí giữ hộ hàng hóa,15.000.000138.000.000121.000.000,15.000.000----,,,1.5000000138e+25,
