row_label_raw,row_label_full,CHỈ TIỀU,Mã số,TM,Từ 01/01/2017 đến 31/12/2017,Từ 01/02/2016 đến 31/12/2016 (Xem TM số 12),numeric__Mã số,numeric__TM,numeric__Từ 01/01/2017 đến 31/12/2017,numeric__Từ 01/02/2016 đến 31/12/2016 (Xem TM số 12)
III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,
1. Tiền thu từ đi vay,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 1. Tiền thu từ đi vay,1. Tiền thu từ đi vay,33,(6.1),1.706.861.437.200,1.605.750.360.388,33.0,-61.0,1706861437200.0,1605750360388.0
2. Tiền trả nợ gốc vay,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 2. Tiền trả nợ gốc vay,2. Tiền trả nợ gốc vay,34,(6.2),(1.261.180.754.471),(1.829.470.918.474),34.0,-62.0,-1261180754471.0,-1829470918474.0
"3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > 3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu","3. Cổ tức, lợi nhuận đã trả cho chủ sở hữu",36,,(124.830.380.157),(278.304.142.204),36.0,,-124830380157.0,-278304142204.0
Lưu chuyển tiền thuần từ hoạt động tài chính,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Lưu chuyển tiền thuần từ hoạt động tài chính,Lưu chuyển tiền thuần từ hoạt động tài chính,40,,320.850.302.572,(502.024.700.290),40.0,,320850302572.0,-502024700290.0
LƯU CHUYÊN TIÊN THUẦN TRONG NĂM,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > LƯU CHUYÊN TIÊN THUẦN TRONG NĂM,LƯU CHUYÊN TIÊN THUẦN TRONG NĂM,50,,(416.512.627.390),(652.102.897.468),50.0,,-416512627390.0,-652102897468.0
Tiền và tương đương tiền đầu năm,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Tiền và tương đương tiền đầu năm,Tiền và tương đương tiền đầu năm,60,,1.438.386.955.458,2.090.444.779.968,60.0,,1438386955458.0,2090444779968.0
Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đối ngoại tệ,61,,25.246.117,45.072.958,61.0,,25246117.0,45072958.0
TIÊN VÀ TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,III. LƯU CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH > TIÊN VÀ TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,TIÊN VÀ TƯƠNG ĐƯƠNG TIÊN CUỐI NĂM,70,(4.1),1.021.899.574.185,1.438.386.955.458,70.0,-41.0,1021899574185.0,1438386955458.0
