row_label_raw,row_label_full,col_0,Tại ngày31/12/2017VND,Tại ngày01/01/2017VND,numeric__Tại ngày31/12/2017VND,numeric__Tại ngày01/01/2017VND
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,
Phải thu từ khách hàng:Sở Giao thông Vận tải Đồng Nai liên quan đếndoanh thu xây dựng Cầu Hòa An,Ngắn hạn: > Phải thu từ khách hàng:Sở Giao thông Vận tải Đồng Nai liên quan đếndoanh thu xây dựng Cầu Hòa An,Phải thu từ khách hàng:Sở Giao thông Vận tải Đồng Nai liên quan đếndoanh thu xây dựng Cầu Hòa An,35.651.261.000,14.960.961.000,35651261000.0,14960961000.0
Phòng Quản lý đô thị Biên Hòa,Ngắn hạn: > Phòng Quản lý đô thị Biên Hòa,Phòng Quản lý đô thị Biên Hòa,159.318.145.814,166.569.671.472,159318145814.0,166569671472.0
Phải thu các đối tượng khác,Ngắn hạn: > Phải thu các đối tượng khác,Phải thu các đối tượng khác,432.777.159.842,449.971.957.705,432777159842.0,449971957705.0
Phải thu khách hàng là các bên có liên quan - Xemthêm mục 8,Ngắn hạn: > Phải thu khách hàng là các bên có liên quan - Xemthêm mục 8,Phải thu khách hàng là các bên có liên quan - Xemthêm mục 8,18.452.620.734,28.316.043.602,18452620734.0,28316043602.0
Cộng,Ngắn hạn: > Cộng,Cộng,646.199.187.390,659.818.633.779,646199187390.0,659818633779.0
Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,,
Phải thu từ khách hàng:Phải thu từ hoạt động kinh doanh nhà - Khu đầncư An Bình,Dải hạn: > Phải thu từ khách hàng:Phải thu từ hoạt động kinh doanh nhà - Khu đầncư An Bình,Phải thu từ khách hàng:Phải thu từ hoạt động kinh doanh nhà - Khu đầncư An Bình,1.950.700.000,6.866.950.000,1950700000.0,6866950000.0
Các đối tượng khác,Dải hạn: > Các đối tượng khác,Các đối tượng khác,969.651.920,1.080.451.920,969651920.0,1080451920.0
Cộng,Dải hạn: > Cộng,Cộng,2.920.351.920,7.947.401.920,2920351920.0,7947401920.0
