row_label_raw,row_label_full,col_0,Tại ngày 31/12/2017VND > Giá trị,Tại ngày 31/12/2017VND > Dự phòng,Tại ngày 01/01/2017VND > Giá trị,Tại ngày 01/01/2017VND > Dự phòng,numeric__Tại ngày 31/12/2017VND > Giá trị,numeric__Tại ngày 31/12/2017VND > Dự phòng,numeric__Tại ngày 01/01/2017VND > Giá trị,numeric__Tại ngày 01/01/2017VND > Dự phòng
Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,Ngắn hạn:,,,,
Dự thu lãi tiền gửi,Ngắn hạn: > Dự thu lãi tiền gửi,Dự thu lãi tiền gửi,41.497.096.166,-,15.336.246.420,-,41497096166.0,,15336246420.0,
"Khoản tiền bồi thường về việc ""Phế duyệt bồi thường, hỗ trợ thuộc dự án cụm công nghiệp Long Phước 1 tại xã Long Phước, huyện Long Thành""","Ngắn hạn: > Khoản tiền bồi thường về việc ""Phế duyệt bồi thường, hỗ trợ thuộc dự án cụm công nghiệp Long Phước 1 tại xã Long Phước, huyện Long Thành""","Khoản tiền bồi thường về việc ""Phế duyệt bồi thường, hỗ trợ thuộc dự án cụm công nghiệp Long Phước 1 tại xã Long Phước, huyện Long Thành""",37.351.123.820,-,-,-,37351123820.0,,,
Phải thu về hoạt động bán nhà sở hữu Nhà Nước,Ngắn hạn: > Phải thu về hoạt động bán nhà sở hữu Nhà Nước,Phải thu về hoạt động bán nhà sở hữu Nhà Nước,4.462.884.490,-,10.075.873.224,-,4462884490.0,,10075873224.0,
Ứng tiền đến bù mỏ đá Tân Cang cho Trung tâm phát triển quỹ đất thành phố Biên Hòa,Ngắn hạn: > Ứng tiền đến bù mỏ đá Tân Cang cho Trung tâm phát triển quỹ đất thành phố Biên Hòa,Ứng tiền đến bù mỏ đá Tân Cang cho Trung tâm phát triển quỹ đất thành phố Biên Hòa,-,-,23.304.586.000,-,,,23304586000.0,
Ứng trước tiền bồi thường đất cho dân có đất trong vùng quy hoạch khu công nghiệp,Ngắn hạn: > Ứng trước tiền bồi thường đất cho dân có đất trong vùng quy hoạch khu công nghiệp,Ứng trước tiền bồi thường đất cho dân có đất trong vùng quy hoạch khu công nghiệp,-,-,13.756.633.666,-,,,13756633666.0,
Phải thu khác,Ngắn hạn: > Phải thu khác,Phải thu khác,32.068.338.982,-,35.086.918.535,957.480.024,32068338982.0,,35086918535.0,957480024.0
Phải thu khác từ các bên có liên quan - Xem thêm mục 8,Ngắn hạn: > Phải thu khác từ các bên có liên quan - Xem thêm mục 8,Phải thu khác từ các bên có liên quan - Xem thêm mục 8,-,-,5.760.000,-,,,5760000.0,
Cộng,Ngắn hạn: > Cộng,Cộng,115.379.443.458,-,97.566.017.845,957.480.024,115379443458.0,,97566017845.0,957480024.0
Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,Dải hạn:,,,,
Đầu tư hợp tác kinh doanh với Công ty ICD Tân Cảng Long Bình (*),Dải hạn: > Đầu tư hợp tác kinh doanh với Công ty ICD Tân Cảng Long Bình (*),Đầu tư hợp tác kinh doanh với Công ty ICD Tân Cảng Long Bình (*),91.470.000.000,-,91.470.000.000,-,91470000000.0,,91470000000.0,
"Ký quỹ, ký cược","Dải hạn: > Ký quỹ, ký cược","Ký quỹ, ký cược",6.072.033.661,-,6.515.346.328,-,6072033661.0,,6515346328.0,
Phải thu khác,Dải hạn: > Phải thu khác,Phải thu khác,7.028.655.450,6.476.078.400,6.746.551.460,6.476.078.400,7028655450.0,6476078400.0,6746551460.0,6476078400.0
Cộng,Dải hạn: > Cộng,Cộng,104.570.689.111,6.476.078.400,104.731.897.788,6.476.078.400,104570689111.0,6476078400.0,104731897788.0,6476078400.0
