row_label_raw,row_label_full,col_0,Từ 01/01/2017đến 31/12/2017VND,numeric__Từ 01/01/2017đến 31/12/2017VND
Lợi nhuận thuần hợp nhất thuộc về các cổ đôngTrích quỹ khen thưởng phúc lợi (*),Lợi nhuận thuần hợp nhất thuộc về các cổ đôngTrích quỹ khen thưởng phúc lợi (*),Lợi nhuận thuần hợp nhất thuộc về các cổ đôngTrích quỹ khen thưởng phúc lợi (*),346.764.330.680-,
Lợi nhuận để tính lãi cơ bản và lãi suy giảm trên cổ phiếuSố lượng cổ phiếu phổ thông bình quân lưu hành trong năm,Lợi nhuận thuần hợp nhất thuộc về các cổ đôngTrích quỹ khen thưởng phúc lợi (*) > Lợi nhuận để tính lãi cơ bản và lãi suy giảm trên cổ phiếuSố lượng cổ phiếu phổ thông bình quân lưu hành trong năm,Lợi nhuận để tính lãi cơ bản và lãi suy giảm trên cổ phiếuSố lượng cổ phiếu phổ thông bình quân lưu hành trong năm,346.764.330.680376.500.000,3.467643306803765e+20
Lãi cơ bản và lãi suy giảm trên cổ phiếu,Lợi nhuận thuần hợp nhất thuộc về các cổ đôngTrích quỹ khen thưởng phúc lợi (*) > Lãi cơ bản và lãi suy giảm trên cổ phiếu,Lãi cơ bản và lãi suy giảm trên cổ phiếu,921,921.0
