row_label_raw,row_label_full,col_0,Tại ngày31/12/2017VND,Tại ngày01/01/2017VND,numeric__Tại ngày31/12/2017VND,numeric__Tại ngày01/01/2017VND
Phải thu ngắn hạn của khách hàng:Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước ĐồngNai,Phải thu ngắn hạn của khách hàng:Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước ĐồngNai,Phải thu ngắn hạn của khách hàng:Công ty Cổ phần Dịch vụ và Xây dựng Cấp nước ĐồngNai,13.803.337.692,22.734.513.275,13803337692.0,22734513275.0
Công ty Cổ phần Xây lắp Sonacons,Công ty Cổ phần Xây lắp Sonacons,Công ty Cổ phần Xây lắp Sonacons,4.011.617.783,4.886.238.540,4011617783.0,4886238540.0
Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,Trường Cao đẳng Công nghệ và Quản trị Sonadezi,38.326.050,52.176.075,38326050.0,52176075.0
Công ty Cổ phần Dịch vụ Cảng Đông Nai,Công ty Cổ phần Dịch vụ Cảng Đông Nai,Công ty Cổ phần Dịch vụ Cảng Đông Nai,-,88.153.461,,88153461.0
Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,Công ty Cổ phần Cảng Long Thành,4.102.708,-,4102708.0,
Công ty Cổ phần Xây dựng Dân dụng Công nghiệp số1 Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng Công nghiệp số1 Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng Công nghiệp số1 Đồng Nai,595.236.501,554.962.251,595236501.0,554962251.0
Cộng - Xem thêm mục 4.3,Cộng - Xem thêm mục 4.3,Cộng - Xem thêm mục 4.3,18.452.620.734,28.316.043.602,18452620734.0,28316043602.0
,,,Tại ngày31/12/2017VND,Tại ngày01/01/2017VND,,
Trả trước cho người bán ngắn hạn:Công ty Cổ phần Xây dựng Đồng Nai,Trả trước cho người bán ngắn hạn:Công ty Cổ phần Xây dựng Đồng Nai,Trả trước cho người bán ngắn hạn:Công ty Cổ phần Xây dựng Đồng Nai,3.287.000.000,2.143.161.000,3287000000.0,2143161000.0
Công ty Cổ phần Xây dựng Dân dụng Công Nghiệp số 1 Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng Công Nghiệp số 1 Đồng Nai,Công ty Cổ phần Xây dựng Dân dụng Công Nghiệp số 1 Đồng Nai,2.720.329.000,,2720329000.0,
Cộng - Xem thêm mục 4.4,Cộng - Xem thêm mục 4.4,Cộng - Xem thêm mục 4.4,6.007.329.000,2.143.161.000,6007329000.0,2143161000.0
