row_label_raw,row_label_full,col_0,Khâu haoTSCDVND,Chi phí trichtrướcVND,Lãi nội bộVND,KhắcVND,CộngVND,numeric__Khâu haoTSCDVND,numeric__Chi phí trichtrướcVND,numeric__Lãi nội bộVND,numeric__KhắcVND,numeric__CộngVND
Tai ngày 01/01/2016Hạch toán là chi phí (thu nhập) trong kết quả kinh doanh năm trước,Tai ngày 01/01/2016Hạch toán là chi phí (thu nhập) trong kết quả kinh doanh năm trước,Tai ngày 01/01/2016Hạch toán là chi phí (thu nhập) trong kết quả kinh doanh năm trước,124.369.677,4.178.482.2531.908.421.000,25.751.691.151(3.195.030.041),(1.497.916.569)1.497.916.569,28.432.256.835335.677.205,124369677.0,4.178482253190842e+19,,,2.8432256835335676e+19
Tai ngày 01/01/2017Hạch toán là chi phí (thu nhập) trong kết quả kinh doanh năm nay,Tai ngày 01/01/2017Hạch toán là chi phí (thu nhập) trong kết quả kinh doanh năm nay,Tai ngày 01/01/2017Hạch toán là chi phí (thu nhập) trong kết quả kinh doanh năm nay,124.369.677167.808.164,6.086.903.253(134.055.800),22.556.661.110(4.038.989.928),-,28.767.934.040(4.005.237.564),1.2436967716780816e+17,,,,
Tại ngày 31/12/2017,Tại ngày 31/12/2017,Tại ngày 31/12/2017,292.177.841,5.952.847.453,18.517.671.182,-,24.762.696.476,292177841.0,5952847453.0,18517671182.0,,24762696476.0
