row_label_raw,row_label_full,col_0,Bán hàng > Năm nay,Bán hàng > Năm trước,Cung cấp dịch vụ > Năm nay,Cung cấp dịch vụ > Năm trước,Cho thuê khu côngnghiệp > Năm nay,Cho thuê khu côngnghiệp > Năm trước,Hoạt động khác > Năm nay,Hoạt động khác > Năm trước,Loại trừ > Năm nay,Loại trừ > Năm trước,Đơn vị tỉnh: Triệu đồngTổng công > Năm nay,Đơn vị tỉnh: Triệu đồngTổng công > Năm trước,numeric__Bán hàng > Năm nay,numeric__Bán hàng > Năm trước,numeric__Cung cấp dịch vụ > Năm nay,numeric__Cung cấp dịch vụ > Năm trước,numeric__Cho thuê khu côngnghiệp > Năm nay,numeric__Cho thuê khu côngnghiệp > Năm trước,numeric__Hoạt động khác > Năm nay,numeric__Hoạt động khác > Năm trước,numeric__Loại trừ > Năm nay,numeric__Loại trừ > Năm trước,numeric__Đơn vị tỉnh: Triệu đồngTổng công > Năm nay,numeric__Đơn vị tỉnh: Triệu đồngTổng công > Năm trước
Doanh thu,Doanh thu,Doanh thu,,,,,,,,,,,,,,,,,,,,,,,,
Từ khách hàngbên ngoài,Doanh thu > Từ khách hàngbên ngoài,Từ khách hàngbên ngoài,1.269.476,851.211,1.304.537,1.067.915,649.957,432.303,563.448,1.292.311,-,-,3.787.418,3.643.740,1269476.0,851211.0,1304537.0,1067915.0,649957.0,432303.0,563448.0,1292311.0,,,3787418.0,3643740.0
Giữa các bộ phận,Doanh thu > Giữa các bộ phận,Giữa các bộ phận,137.270,124.595,43.945,37.727,8.155,3.879,55.760,71.435,(245.130),(237.636),-,-,137270.0,124595.0,43945.0,37727.0,8155.0,3879.0,55760.0,71435.0,-245130.0,-237636.0,,
Cộng,Doanh thu > Cộng,Cộng,1.406.746,975.806,1.348.482,1.105.642,658.112,436.182,619.208,1.363.746,(245.130),(237.636),3.787.418,3.643.740,1406746.0,975806.0,1348482.0,1105642.0,658112.0,436182.0,619208.0,1363746.0,-245130.0,-237636.0,3787418.0,3643740.0
