row_label_raw,row_label_full,col_0,Tại ngày 01/01/2017Triệu đồng > Giá trị,Tại ngày 01/01/2017Triệu đồng > Số có khả năng trả nợ,Trong nămTriệu đồng > Tăng,Trong nămTriệu đồng > Giảm,Tại ngày 31/12/2017Triệu đồng > Giá trị,Tại ngày 31/12/2017Triệu đồng > Số có khả năng trả nợ,numeric__Tại ngày 01/01/2017Triệu đồng > Giá trị,numeric__Tại ngày 01/01/2017Triệu đồng > Số có khả năng trả nợ,numeric__Trong nămTriệu đồng > Tăng,numeric__Trong nămTriệu đồng > Giảm,numeric__Tại ngày 31/12/2017Triệu đồng > Giá trị,numeric__Tại ngày 31/12/2017Triệu đồng > Số có khả năng trả nợ
Vay ngắn hạn,Vay ngắn hạn,Vay ngắn hạn,743.466,743.466,1.313.105,924.715,1.131.856,1.131.856,743466.0,743466.0,1313105.0,924715.0,1131856.0,1131856.0
Vay dài hạn,Vay dài hạn,Vay dài hạn,2.438.539,2.438.539,495.555,438.345,2.495.749,2.495.749,2438539.0,2438539.0,495555.0,438345.0,2495749.0,2495749.0
Cộng,Cộng,Cộng,3.182.005,3.182.005,1.808.660,1.363.060,3.627.605,3.627.605,3182005.0,3182005.0,1808660.0,1363060.0,3627605.0,3627605.0
