row_label_raw,row_label_full,Tên,Chức vụ,numeric__Chức vụ
Ông Trần Ngọc Tòng,Ông Trần Ngọc Tòng,Ông Trần Ngọc Tòng,Trường Ban kiểm soát,
Bà Phạm Thị Cẩm Hà,Bà Phạm Thị Cẩm Hà,Bà Phạm Thị Cẩm Hà,Kiểm soát viên,
Bà Đàng Lê Bích Phương,Bà Đàng Lê Bích Phương,Bà Đàng Lê Bích Phương,Kiểm soát viên,
