row_label_raw,row_label_full,col_0,31/12/2022 > Giá trị,31/12/2022 > Tỷ lệ,01/01/2022 > Giá trị,01/01/2022 > Tỷ lệ,numeric__31/12/2022 > Giá trị,numeric__31/12/2022 > Tỷ lệ,numeric__01/01/2022 > Giá trị,numeric__01/01/2022 > Tỷ lệ
,,,VND,%,VND,%,,,,
Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,Ông Nguyễn Khải Hoàn,1.436.640.000.000,"31,97%",976.000.000.000,"30,61%",1436640000000.0,0.3197,976000000000.0,0.3061
Bà Trần Thị Thu Hương,Bà Trần Thị Thu Hương,Bà Trần Thị Thu Hương,570.843.000.000,"12,70%",436.000.000.000,"13,68%",570843000000.0,0.127,436000000000.0,0.1368
Ông Phan Tuân Nghĩa,Ông Phan Tuân Nghĩa,Ông Phan Tuân Nghĩa,258.493.470.000,"5,75%",272.567.580.000,"8,55%",258493470000.0,0.0575,272567580000.0,0.0855
Cổ đông khác,Cổ đông khác,Cổ đông khác,2.228.375.580.000,"49,58%",1.503.617.890.000,"47,16%",2228375580000.0,0.49579999999999996,1503617890000.0,0.47159999999999996
Cộng,Cộng,Cộng,4.494.352.050.000,100%,3.188.175.470.000,100%,4494352050000.0,1.0,3188175470000.0,1.0
