row_label_raw,row_label_full,CHỈ TIÊU,Mã số,Thuyết minh,Năm 2022,Năm 2021,numeric__Mã số,numeric__Thuyết minh,numeric__Năm 2022,numeric__Năm 2021
1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,1. Doanh thu bán hàng và cung cấp dịch vụ,01,22,1.425.523.660.274,1.288.142.192.101,1.0,22.0,1425523660274.0,1288142192101.0
2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,2. Các khoản giảm trừ doanh thu,02,22,29.319.368.326,-,2.0,22.0,29319368326.0,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,22,1.396.204.291.948,1.288.142.192.101,10.0,22.0,1396204291948.0,1288142192101.0
4. Giá vốn hàng bán,4. Giá vốn hàng bán,4. Giá vốn hàng bán,11,23,870.340.213.232,706.593.442.384,11.0,23.0,870340213232.0,706593442384.0
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,525.864.078.716,581.548.749.717,20.0,,525864078716.0,581548749717.0
6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,6. Doanh thu hoạt động tài chính,21,24,384.659.915.364,79.773.856.187,21.0,24.0,384659915364.0,79773856187.0
7. Chi phí tài chính,7. Chi phí tài chính,7. Chi phí tài chính,22,25,140.437.151.126,68.304.772.980,22.0,25.0,140437151126.0,68304772980.0
- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,- Trong đó: Chi phí lãi vay,23,,120.153.849.529,53.688.902.196,23.0,,120153849529.0,53688902196.0
8. Chi phí bán hàng,8. Chi phí bán hàng,8. Chi phí bán hàng,25,26,127.859.471.464,37.485.964.321,25.0,26.0,127859471464.0,37485964321.0
9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,9. Chi phí quản lý doanh nghiệp,26,27,57.152.688.937,39.788.243.868,26.0,27.0,57152688937.0,39788243868.0
10. Lợi nhuận thuần từ hoạt động kinh,10. Lợi nhuận thuần từ hoạt động kinh,10. Lợi nhuận thuần từ hoạt động kinh,30,,585.074.682.553,515.743.624.735,30.0,,585074682553.0,515743624735.0
11. Thu nhập khác,11. Thu nhập khác,11. Thu nhập khác,31,28,1.443.837.551,3.223.149.995,31.0,28.0,1443837551.0,3223149995.0
12. Chi phí khác,12. Chi phí khác,12. Chi phí khác,32,29,32.267.296.308,1.693.758.177,32.0,29.0,32267296308.0,1693758177.0
13. Lợi nhuận khác,13. Lợi nhuận khác,13. Lợi nhuận khác,40,,(30.823.458.757),1.529.391.818,40.0,,-30823458757.0,1529391818.0
14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,14. Tổng lợi nhuận kế toán trước thuế,50,,554.251.223.796,517.273.016.553,50.0,,554251223796.0,517273016553.0
15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,15. Chi phí thuế TNDN hiện hành,51,31,111.832.711.153,103.777.338.166,51.0,31.0,111832711153.0,103777338166.0
16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,16. Chi phí thuế TNDN hoãn lại,52,,-,-,52.0,,,
17. Lợi nhuận kế toán sau thuế,17. Lợi nhuận kế toán sau thuế,17. Lợi nhuận kế toán sau thuế,60,,442.418.512.643,413.495.678.387,60.0,,442418512643.0,413495678387.0
