row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,31/12/2022,01/01/2022,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__31/12/2022,numeric__01/01/2022
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,1.904.507.968.226,1.720.862.013.729,,300.0,,1904507968226.0,1720862013729.0
I.,I.,I.,Nợ ngắn hạn,310,,1.903.649.968.226,1.178.675.624.836,,310.0,,1903649968226.0,1178675624836.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,15,239.630.687.476,426.929.559.364,,311.0,15.0,239630687476.0,426929559364.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,17,23.937.265.052,64.909.091,,312.0,17.0,23937265052.0,64909091.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,16,165.900.438.223,104.865.997.643,,313.0,16.0,165900438223.0,104865997643.0
4.,4.,4.,Phải trả người lao động,314,,5.153.518.274,12.842.473.294,,314.0,,5153518274.0,12842473294.0
5.,5.,5.,Chỉ phí phải trả ngắn hạn,315,18,362.768.314.126,345.710.353.891,,315.0,18.0,362768314126.0,345710353891.0
6.,6.,6.,Phải trả ngắn hạn khác,319,19,98.354.738.304,172.062.331.553,,319.0,19.0,98354738304.0,172062331553.0
7.,7.,7.,Vay và nợ thuê tài chính ngắn hạn,320,20,1.007.905.006.771,116.200.000.000,,320.0,20.0,1007905006771.0,116200000000.0
II.,II.,II.,Nợ dài hạn,330,,858.000.000,542.186.388.893,,330.0,,858000000.0,542186388893.0
1.,1.,1.,Phải trả dài hạn khác,337,19,858.000.000,2.520.000.000,,337.0,19.0,858000000.0,2520000000.0
2.,2.,2.,Vay và nợ thuê tài chính dài hạn,338,20,-,539.666.388.893,,338.0,20.0,,539666388893.0
D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,D - VỐN CHỦ SỞ HỮU,400,,5.139.833.619.661,4.697.415.107.018,,400.0,,5139833619661.0,4697415107018.0
I.,I.,I.,Vốn chủ sở hữu,410,21,5.139.833.619.661,4.697.415.107.018,,410.0,21.0,5139833619661.0,4697415107018.0
1.,1.,1.,Vốn góp của chủ sở hữu,411,,4.494.352.050.000,3.188.175.470.000,,411.0,,4494352050000.0,3188175470000.0
1.,1.,1.,- Cổ phiếu phổ thông có quyền biểu quyết,411a,,4.494.352.050.000,3.188.175.470.000,,,,4494352050000.0,3188175470000.0
2.,2.,2.,Thặng dư vốn cổ phần,412,,13.054.455.000,937.623.735.000,,412.0,,13054455000.0,937623735000.0
3.,3.,3.,Lợi nhuận sau thuế chưa phân phối,421,,632.427.114.661,571.615.902.018,,421.0,,632427114661.0,571615902018.0
3.,3.,3.,- LNST chưa phân phối lũy kế đến cuối năm trước,421a,,190.008.602.018,158.120.223.631,,,,190008602018.0,158120223631.0
3.,3.,3.,- LNST chưa phân phối năm nay,421b,,442.418.512.643,413.495.678.387,,,,442418512643.0,413495678387.0
3.,3.,3.,TỔNG CỘNG NGUỒN VỐN,440,,7.044.341.587.887,6.418.277.120.747,,440.0,,7044341587887.0,6418277120747.0
