row_label_raw,row_label_full,Số đầu năm,Năm nay > 35.363.990.247,Năm trước > 23.968.611.844,numeric__Năm nay > 35.363.990.247,numeric__Năm trước > 23.968.611.844
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,15.923.621.033,24.289.815.700,15923621033.0,24289815700.0
Chi quỹ,Chi quỹ,Chi quỹ,(19.923.222.968),(12.894.437.297),-19923222968.0,-12894437297.0
Số cuối năm,Số cuối năm,Số cuối năm,31.364.388.312,35.363.990.247,31364388312.0,35363990247.0
