row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
1.,1.,1.,Doanh thu bán hàng và cung cấp dịch vụ,01,VI.1,2.162.822.604.544,1.655.962.759.968,,1.0,,2162822604544.0,1655962759968.0
2.,2.,2.,Các khoản giảm trừ doanh thu,02,VI.2,21.527.078.722,56.147.036.786,,2.0,,21527078722.0,56147036786.0
3.,3.,3.,Doanh thu thuần về bán hàng và cung cấp dịch vụ,10,,2.141.295.525.822,1.599.815.723.182,,10.0,,2141295525822.0,1599815723182.0
4.,4.,4.,Giá vốn hàng bán,11,VI.3,1.478.799.082.559,1.064.206.299.647,,11.0,,1478799082559.0,1064206299647.0
5.,5.,5.,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,20,,662.496.443.263,535.609.423.535,,20.0,,662496443263.0,535609423535.0
6.,6.,6.,Doanh thu hoạt động tài chính,21,VI.4,2.618.960.308,10.310.514.524,,21.0,,2618960308.0,10310514524.0
7.,7.,7.,Chi phí tài chính,22,VI.5,128.787.463.082,76.735.648.546,,22.0,,128787463082.0,76735648546.0
7.,7.,7.,Trong đó: chi phí lãi vay,23,,72.794.957.781,34.144.011.575,,23.0,,72794957781.0,34144011575.0
8.,8.,8.,"Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",24,,-,-,,24.0,,,
9.,9.,9.,Chi phí bán hàng,25,VI.6,38.375.156.310,46.779.131.665,,25.0,,38375156310.0,46779131665.0
10.,10.,10.,Chi phí quản lý doanh nghiệp,26,VI.7,51.981.370.358,58.243.083.114,,26.0,,51981370358.0,58243083114.0
11.,11.,11.,Lợi nhuận thuần từ hoạt động kinh doanh,30,,445.971.413.821,364.162.074.734,,30.0,,445971413821.0,364162074734.0
12.,12.,12.,Thu nhập khác,31,VI.8,22.768.868.734,18.678.111.882,,31.0,,22768868734.0,18678111882.0
13.,13.,13.,Chi phí khác,32,VI.9,17.153.268.081,13.835.143.373,,32.0,,17153268081.0,13835143373.0
14.,14.,14.,Lợi nhuận khác,40,,5.615.600.653,4.842.968.509,,40.0,,5615600653.0,4842968509.0
15.,15.,15.,Tổng lợi nhuận kế toán trước thuế,50,,451.587.014.474,369.005.043.243,,50.0,,451587014474.0,369005043243.0
16.,16.,16.,Chi phí thuế thu nhập doanh nghiệp hiện hành,51,V.18,85.923.978.232,65.322.708.992,,51.0,,85923978232.0,65322708992.0
17.,17.,17.,Chi phí thuế thu nhập doanh nghiệp hoãn lại,52,V.14,(4.240.413.660),-,,52.0,,-4240413660.0,
18.,18.,18.,Lợi nhuận sau thuế thu nhập doanh nghiệp,60,,369.903.449.902,303.682.334.251,,60.0,,369903449902.0,303682334251.0
19.,19.,19.,Lợi nhuận sau thuế của công ty mẹ,61,,369.903.449.902,303.682.334.251,,61.0,,369903449902.0,303682334251.0
20.,20.,20.,Lợi nhuận sau thuế của cổ đông không kiểm soát,62,,-,-,,62.0,,,
21.,21.,21.,Lãi cơ bản trên cổ phiếu,70,VI.10,2.543,2.008,,70.0,,2543.0,2008.0
22.,22.,22.,Lãi suy giảm trên cổ phiếu,71,VI.10,2.543,2.008,,71.0,,2543.0,2008.0
