row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C -,C -,C -,NỘ PHẢI TRẢ,300,,4.571.521.960.302,5.720.370.248.911,,300.0,,4571521960302.0,5720370248911.0
I.,I.,I.,Nợ ngắn hạn,310,,3.184.300.269.848,5.036.127.643.533,,310.0,,3184300269848.0,5036127643533.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.16a,877.679.739.837,1.988.845.867.159,,311.0,,877679739837.0,1988845867159.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.17,9.537.796.667,16.168.573.207,,312.0,,9537796667.0,16168573207.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.18,79.464.836.825,115.826.957.531,,313.0,,79464836825.0,115826957531.0
4.,4.,4.,Phải trả người lao động,314,V.19,7.638.094.059,11.013.610.329,,314.0,,7638094059.0,11013610329.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.20,455.084.202.959,375.100.153.469,,315.0,,455084202959.0,375100153469.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,V.21a,938.724.040.823,1.159.278.300.432,,318.0,,938724040823.0,1159278300432.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.22a,266.650.534.171,834.896.194.521,,319.0,,266650534171.0,834896194521.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.23a,518.156.636.195,499.633.996.638,,320.0,,518156636195.0,499633996638.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.24,31.364.388.312,35.363.990.247,,322.0,,31364388312.0,35363990247.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,1.387.221.690.454,684.242.605.378,,330.0,,1387221690454.0,684242605378.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.16b,207.174.848.000,244.674.848.000,,331.0,,207174848000.0,244674848000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.21b,743.626.517.648,412.310.725.199,,336.0,,743626517648.0,412310725199.0
7.,7.,7.,Phải trả dài hạn khác,337,V.22b,13.230.324.806,12.257.032.179,,337.0,,13230324806.0,12257032179.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.23b,423.190.000.000,15.000.000.000,,338.0,,423190000000.0,15000000000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
