row_label_raw,row_label_full,col_0,Chi phí nghiên cứu và triển khai,Phần mềm máy tính,Cộng,numeric__Chi phí nghiên cứu và triển khai,numeric__Phần mềm máy tính,numeric__Cộng
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,
Số đầu năm,Nguyên giá > Số đầu năm,Số đầu năm,412.500.000,10.813.220.086,11.225.720.086,412500000.0,10813220086.0,11225720086.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,-,3.155.597.273,3.155.597.273,,3155597273.0,3155597273.0
Số cuối năm,Nguyên giá > Số cuối năm,Số cuối năm,412.500.000,13.968.817.359,14.381.317.359,412500000.0,13968817359.0,14381317359.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,,
Đã khấu hao hết nhưng vãn còn sử dụng,Trong đó: > Đã khấu hao hết nhưng vãn còn sử dụng,Đã khấu hao hết nhưng vãn còn sử dụng,-,3.104.257.521,3.104.257.521,,3104257521.0,3104257521.0
