row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,,
Lãi cỏ tức phải trả,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Lãi cỏ tức phải trả,Lãi cỏ tức phải trả,55.783.853.494,41.807.487.472,55783853494.0,41807487472.0
Chia cỏ tức,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Chia cỏ tức,Chia cỏ tức,108.033.003.000,129.639.603.600,108033003000.0,129639603600.0
Nhận chuyển nhượng QSD đất tại KBT Sunflower MR theo HĐ 158/DTMBD/2014,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Nhận chuyển nhượng QSD đất tại KBT Sunflower MR theo HĐ 158/DTMBD/2014,Nhận chuyển nhượng QSD đất tại KBT Sunflower MR theo HĐ 158/DTMBD/2014,-,113.300.000,,113300000.0
Nhận chuyển nhượng QSD đất tại KDC Hòa lợi theo HD59/HDNT/2014,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Nhận chuyển nhượng QSD đất tại KDC Hòa lợi theo HD59/HDNT/2014,Nhận chuyển nhượng QSD đất tại KDC Hòa lợi theo HD59/HDNT/2014,-,11.600.000,,11600000.0
"Chuyển nhượng quyền đất khu tái định cư Hòa Lợi theo HĐ 68/HDNT/2014, PL02","Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Chuyển nhượng quyền đất khu tái định cư Hòa Lợi theo HĐ 68/HDNT/2014, PL02","Chuyển nhượng quyền đất khu tái định cư Hòa Lợi theo HĐ 68/HDNT/2014, PL02",257.851.684,-,257851684.0,
Chi phí thuê mặt bằng,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Chi phí thuê mặt bằng,Chi phí thuê mặt bằng,36.700.308.000,31.381.620.000,36700308000.0,31381620000.0
Chi phí hoạt động hợp tác kinh doanh,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Chi phí hoạt động hợp tác kinh doanh,Chi phí hoạt động hợp tác kinh doanh,14.284.867.625,25.250.553.630,14284867625.0,25250553630.0
Ứng tiền đầu tư xây dựng Dự án Becamex City Center,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Ứng tiền đầu tư xây dựng Dự án Becamex City Center,Ứng tiền đầu tư xây dựng Dự án Becamex City Center,-,159.985.314,,159985314.0
Trả hàng lô đất G10 tại khu dân cư Lai Hưng theo PL 04/PLHĐ ngày 02/02/2019,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP > Trả hàng lô đất G10 tại khu dân cư Lai Hưng theo PL 04/PLHĐ ngày 02/02/2019,Trả hàng lô đất G10 tại khu dân cư Lai Hưng theo PL 04/PLHĐ ngày 02/02/2019,-,16.341.581.535,,16341581535.0
