row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2021,Năm 2020,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2021,numeric__Năm 2020
1,1,1,1. Doanh thu bán hàng và cung cấp dịch vụ,VI.01,26.226.269.744.269,21.140.408.643.143,,,26226269744269.0,21140408643143.0
2,2,2,2. Các khoản giảm trừ doanh thu,VI.02,36.676.743.121,24.094.292.327,,,36676743121.0,24094292327.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (01 - 02),VI.03,26.189.593.001.148,21.116.314.350.816,,,26189593001148.0,21116314350816.0
11,11,11,4. Giá vốn hàng bán,VI.04,18.614.304.897.718,16.517.119.117.612,,,18614304897718.0,16517119117612.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ (10 - 11),,7.575.288.103.430,4.599.195.233.204,,,7575288103430.0,4599195233204.0
21,21,21,6. Doanh thu hoạt động tài chính,VI.05,830.813.573.113,2.968.395.937.100,,,830813573113.0,2968395937100.0
22,22,22,7. Chi phí tài chính,VI.06,719.154.123.110,867.058.667.345,,,719154123110.0,867058667345.0
23,23,23,Trong đó: Chi phí lãi vay,,607.999.588.765,726.129.832.902,,,607999588765.0,726129832902.0
24,24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",VI.07,285.453.277.353,319.423.213.015,,,285453277353.0,319423213015.0
25,25,25,9. Chi phí bán hàng,VI.08,507.093.532.539,442.912.025.818,,,507093532539.0,442912025818.0
26,26,26,10. Chi phí quản lý doanh nghiệp,VI.09,1.681.979.286.962,1.774.060.277.264,,,1681979286962.0,1774060277264.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh (20+21-22+24-25-26),,5.783.328.011.285,4.802.983.412.892,,,5783328011285.0,4802983412892.0
31,31,31,12. Thu nhập khác,VI.10,1.044.967.454.846,1.469.460.910.652,,,1044967454846.0,1469460910652.0
32,32,32,13. Chi phí khác,VI.11,615.526.247.241,361.269.541.616,,,615526247241.0,361269541616.0
40,40,40,14. Lợi nhuận khác (31 - 32),,429.441.207.605,1.108.191.369.036,,,429441207605.0,1108191369036.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế (30+40),,6.212.769.218.890,5.911.174.781.928,,,6212769218890.0,5911174781928.0
51,51,51,16. Chi phí thuế TNDN hiện hành,VI.12,992.548.229.630,1.097.558.697.209,,,992548229630.0,1097558697209.0
52,52,52,17. Chi phí thuế TNDN hoãn lại,VI.13,(119.825.569.822),(262.737.526.531),,,-119825569822.0,-262737526531.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp (50-51-52),,5.340.046.559.082,5.076.353.611.250,,,5340046559082.0,5076353611250.0
61,61,61,19. Lợi nhuận sau thuế của công ty mẹ,,4.158.196.263.511,3.770.729.889.631,,,4158196263511.0,3770729889631.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,1.181.850.295.571,1.305.623.721.619,,,1181850295571.0,1305623721619.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,,1.040,943,,,1040.0,943.0
71,71,71,22. Lãi suy giảm trên cổ phiếu,,D.N:030/48,943,,,,943.0
