row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Đơn vị tính: VND > 31/12/2021,Đơn vị tính: VND > 01/01/2021,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Đơn vị tính: VND > 31/12/2021,numeric__Đơn vị tính: VND > 01/01/2021
200,200,200,B. TÀI SẢN DÀI HẠN,,56.244.845.666.143,58.111.382.571.363,,,56244845666143.0,58111382571363.0
210,210,210,I. Các khoản phải thu dài hạn,,687.629.938.300,736.244.027.770,,,687629938300.0,736244027770.0
211,211,211,1. Phải thu dài hạn của khách hàng,V.03,-,-,,,,
212,211 > 212,212,2. Trà trước cho người bán dài hạn,V.04,74.741.909.565,76.231.460.209,,,74741909565.0,76231460209.0
215,211 > 215,215,3. Phải thu về cho vay dài hạn,V.05,852.930.351.700,888.872.715.844,,,852930351700.0,888872715844.0
216,211 > 216,216,4. Phải thu dài hạn khác,V.06,240.050.136.616,236.485.151.852,,,240050136616.0,236485151852.0
219,211 > 219,219,5. Dự phòng phải thu dài hạn khó đòi (*),,(480.092.459.581),(465.345.300.135),,,-480092459581.0,-465345300135.0
220,211 > 220,220,II. Tài sản cố định,,32.558.961.754.737,30.562.373.856.095,,,32558961754737.0,30562373856095.0
221,211 > 221,221,1. Tài sản cố định hữu hình,V.11,32.437.264.858.666,30.447.298.572.262,,,32437264858666.0,30447298572262.0
222,211 > 222,222,- Nguyên giá,,48.991.361.935.839,45.226.523.489.496,,,48991361935839.0,45226523489496.0
223,211 > 223,223,- Giá trị hao mòn lũy kế,,(16.554.097.077.173),(14.779.224.917.234),,,-16554097077173.0,-14779224917234.0
224,211 > 224,224,2. Tài sản cố định thuê tài chính,V.13,912.333.329,1.225.133.333,,,912333329.0,1225133333.0
225,211 > 225,225,- Nguyên giá,,1.251.200.000,1.251.200.000,,,1251200000.0,1251200000.0
226,211 > 226,226,- Giá trị hao mòn lũy kế,,(338.866.671),(26.066.667),,,-338866671.0,-26066667.0
227,211 > 227,227,3. Tài sản cố định vô hình,V.12,120.784.562.742,113.850.150.500,,,120784562742.0,113850150500.0
228,211 > 228,228,- Nguyên giá,,198.666.805.587,185.271.829.046,,,198666805587.0,185271829046.0
229,211 > 229,229,- Giá trị hao mòn lũy kế,,(77.882.242.845),(71.421.678.546),,,-77882242845.0,-71421678546.0
230,211 > 230,230,III. Bất động sản đầu tư,V.14,1.477.791.601.086,1.476.180.958.452,,,1477791601086.0,1476180958452.0
231,211 > 231,231,- Nguyên giá,,2.164.020.409.434,2.057.205.481.486,,,2164020409434.0,2057205481486.0
232,211 > 232,232,- Giá trị hao mòn lũy kế,,(686.228.808.348),(581.024.523.034),,,-686228808348.0,-581024523034.0
240,211 > 240,240,IV. Tài sản dở dang dài hạn,V.15,14.729.359.134.988,18.001.721.557.036,,,14729359134988.0,18001721557036.0
241,211 > 241,241,1. Chi phí sản xuất kinh doanh dở dang dài hạn,,187.354.198.520,94.510.332.841,,,187354198520.0,94510332841.0
242,211 > 242,242,2. Chi phí xây dựng cơ bản dở dang,,14.542.004.936.468,17.907.211.224.195,,,14542004936468.0,17907211224195.0
250,211 > 250,250,V. Đầu tư tài chính dài hạn,V.02,2.760.226.679.370,3.163.027.862.580,,,2760226679370.0,3163027862580.0
252,211 > 252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,2.329.783.430.802,2.617.891.001.807,,,2329783430802.0,2617891001807.0
253,211 > 253,253,2. Đầu tư góp vốn vào đơn vị khác,,354.526.105.622,354.526.105.622,,,354526105622.0,354526105622.0
254,211 > 254,254,3. Dự phòng đầu tư tài chính dài hạn (*),,(22.172.522.807),(26.329.784.049),,,-22172522807.0,-26329784049.0
255,211 > 255,255,4. Đầu tư nắm giữ đến ngày đáo hạn,,98.089.665.753,216.940.539.200,,,98089665753.0,216940539200.0
260,211 > 260,260,VI. Tài sản dài hạn khác,,4.030.876.557.662,4.171.834.309.430,,,4030876557662.0,4171834309430.0
261,211 > 261,261,1. Chi phí trả trước dài hạn,V.09,3.666.617.997.285,3.780.113.336.957,,,3666617997285.0,3780113336957.0
262,211 > 262,262,2. Tài sản thuế thu nhập hoãn lại,V.16,285.030.253.411,319.321.450.276,,,285030253411.0,319321450276.0
263,211 > 263,263,"3. Thiết bị, vật tư, phụ tùng thay thế dài hạn",,77.546.010.824,66.807.658.915,,,77546010824.0,66807658915.0
268,268,268,4. Tài sản dài hạn khác,,-,-,,,,
269,268 > 269,269,5. Lợi thế thương mại,V.17,1.682.296.142,5.591.863.282,,,1682296142.0,5591863282.0
270,268 > 270,270,TỔNG CỘNG TÀI SẢN,,79.014.197.735.384,80.278.179.092.452,,,79014197735384.0,80278179092452.0
