row_label_raw,row_label_full,Stt,Tên công ty con,Nơi thành lập và hoạt động,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Hoạt động kinh doanh chính,numeric__Tên công ty con,numeric__Nơi thành lập và hoạt động,numeric__Tỷ lệ lợi ích,numeric__Tỷ lệ quyền biểu quyết,numeric__Hoạt động kinh doanh chính
58,58,58,Công ty Cổ phần Cao Su Đồng Phú Kratie,"Áp Thuận Phú I, xã Thuận Phú, huyện Đồng Phú, tỉnh Bình Phước","62,54%","88,33%","Trồng, chăm sóc, khai thác, chế biến cao su",,,0.6254,0.8833,
59,59,59,Công ty Cổ phần Cao Su Đồng Nai Kratie,"Áp Trung Tâm, xã Xuân Lập, thị xã Long Khánh, tỉnh Đồng Nai","88,73%","88,73%","Trồng, khai thác và chế biến cao su và cây nông nghiệp. Sản xuất, mua bán vật tư nông nghiệp",,,0.8873000000000001,0.8873000000000001,
60,60,60,Công ty Cổ phần Thủy điện VRG Ngọc Linh,"Thị trấn Đắk GLei, huyện Đắk Glei, tỉnh Kon Tum","77,46%","99,38%","Sản xuất, truyền tải và phân phối điện",,,0.7746,0.9937999999999999,
61,61,61,Công ty Cổ phần Cao su Kỹ thuật Đồng Phú,"Xã Tân Lập, huyện Đồng Phú, tỉnh Bình Phước","41,54%","74,44%","Chế biến cao su kỹ thuật và các sản phẩm dân dụng từ cao su; Kinh doanh thương mại, xuất nhập khẩu cao su, vật tư, phân bón, hóa chất",,,0.4154,0.7444,
62,62,62,Công ty Cổ phần Cao su Bảo Lâm,"Xã Lộc Bảo, huyện Bảo Lâm, tỉnh Lâm Đồng","93,83%","93,83%","Trồng, khai thác và chế biến cao su thiên nhiên. Quản lý, bảo vệ, trồng rừng, khai thác và chế biến lâm sân",,,0.9383,0.9383,
63,63,63,Công ty Cổ phần Công nghiệp An Điền,"Khu Công Nghiệp Rạch Bắp, đường D1, xã An Điền, huyện Bến Cát, tỉnh Bình Dương","92,67%","97,00%","Kinh doanh bắt động sản, quyền sử dụng đất thuộc chủ sở hữu, chủ sử dụng hoặc đi thuê",,,0.9267,0.97,
64,64,64,Công ty Cổ phần Gỗ MDF VRG Kiên Giang,"Lô M, đường số 1, KCN Thạnh Lộc, xã Thạnh Lộc, huyện Châu Thành, tỉnh Kiên Giang","99,82%","100,00%","Sản xuất gỗ dán, gỗ lang, ván ép và ván mỏng khác; Trồng rừng và chăm sóc rừng",,,0.9982,1.0,
65,65,65,Công ty Cổ phần Đầu tư Xây dựng Cao su Phú Thịnh,"Thôn Phú Nguyên, huyện Phú Riềng, tỉnh Bình Phước","90,51 %","90,51 %","Trồng, chăm sóc, khai thác và chế biến mù cao su; chế biến gỗ",,,0.9051,0.9051,
66,66,66,Công ty Cổ phần Cao su Đồng Phú Đắk Nông,"Cụm 3 tầng, xã Ea Pô, huyện Cư Jút, tỉnh Đắk Nông","49,34%","88,41%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.49340000000000006,0.8841,
67,67,67,Công ty Cổ phần Chế biến Xuất nhập khẩu Gỗ Tây Ninh,"Áp Bến Mương, xã Thạnh Đức, huyện Gò Dầu, tỉnh Tây Ninh","50,67%","70,60%","Cưa, xẻ, bào gỗ và bảo quản gỗ; Khai thác gỗ; Sản xuất gỗ dán, gỗ lang, ván ép và ván mỏng khác",,,0.5067,0.706,
68,68,68,Công ty Cổ phần Cơ khí Vận tải Cao su Dầu Tiếng,"Khu phố 4A thị trấn Dầu Tiếng, huyện Dầu Tiếng, tỉnh Bình Dương","59,03%","62,54%","Dịch vụ vận tải hàng hóa bằng đường bộ; Sửa chữa máy móc, thiết bị sản xuất; Sửa chữa máy móc, thiết bị phương tiện vận tải (trừ thiết kế phương tiện giao thông đường bộ)",,,0.5903,0.6254,
69,69,69,Công ty Cổ phần Phân bón Thương mại Phú Thịnh,"Cụm công nghiệp tiểu thủ công nghiệp Thuận An, xã Thuận An, huyện Đắk Mil, tỉnh Đắk Nông","48,52%","53,61%","Sản xuất phân bón và hợp chất ni tơ; Khai thác đá, cát, sỏi, đất sét; Trồng cây cao su; Trồng rừng và chăm sóc rừng",,,0.4852,0.5361,
70,70,70,Công ty Cổ phần Cao su Lai Châu II,"Thị trấn Mường Tè, huyện Mường Tè, tỉnh Lai Châu","99,8%","100,00%","Trồng, chăm sóc, khai thác và chế biến mù cao su",,,0.998,1.0,
