row_label_raw,row_label_full,Tại ngày cuối năm,Từ 01 năm trở xuống,Trên 01 năm đến 05 năm,Trên 05 năm,Tổng cộng,numeric__Từ 01 năm trở xuống,numeric__Trên 01 năm đến 05 năm,numeric__Trên 05 năm,numeric__Tổng cộng
Tiền và tương đương tiền,Tiền và tương đương tiền,Tiền và tương đương tiền,5.303.619.340.768,-,-,5.303.619.340.768,5303619340768.0,,,5303619340768.0
"Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",3.002.012.478.464,314.792.046.181,-,3.316.804.524.645,3002012478464.0,314792046181.0,,3316804524645.0
Các khoản cho vay,Các khoản cho vay,Các khoản cho vay,10.520.019.690,852.930.351.700,-,863.450.371.390,10520019690.0,852930351700.0,,863450371390.0
Đầu tư ngắn hạn,Đầu tư ngắn hạn,Đầu tư ngắn hạn,10.279.372.907.167,-,-,10.279.372.907.167,10279372907167.0,,,10279372907167.0
Đầu tư dài hạn,Đầu tư dài hạn,Đầu tư dài hạn,-,98.089.665.753,2.684.309.536.424,2.782.399.202.177,,98089665753.0,2684309536424.0,2782399202177.0
Cộng,Cộng,Cộng,18.595.524.746.089,1.265.812.063.634,2.684.309.536.424,22.545.646.346.147,18595524746089.0,1265812063634.0,2684309536424.0,22545646346147.0
