row_label_raw,row_label_full,07. Tài sản thiếu chờ xử lý,31/12/2021,01/01/2021,numeric__31/12/2021,numeric__01/01/2021
- Tiền,- Tiền,- Tiền,6.552.911.868,6.267.911.868,6552911868.0,6267911868.0
"- Hàng tồn kho, gửi bán","- Hàng tồn kho, gửi bán","- Hàng tồn kho, gửi bán",12.795.037.564,600.805.431,12795037564.0,600805431.0
- Tài sản cố định,- Tài sản cố định,- Tài sản cố định,241.910.650,42.601.652.033,241910650.0,42601652033.0
- Tài sản khác,- Tài sản khác,- Tài sản khác,13.144.970.417,13.769.403.481,13144970417.0,13769403481.0
Cộng,Cộng,Cộng,32.734.830.499,63.239.772.813,32734830499.0,63239772813.0
