row_label_raw,row_label_full,col_0,col_1,VND,VND_1,numeric__col_1,numeric__VND,numeric__VND_1
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Thu nhập từ bán cây cao su thanh lý,53.779.519.110,80.865.288.657,,53779519110.0,80865288657.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Bán hàng hóa dịch vụ,,11.398.301.089,,,11398301089.0
Công ty CP Chỉ sợi Cao su VRG Sa do,Công ty CP Chỉ sợi Cao su VRG Sa do,Công ty CP Chỉ sợi Cao su VRG Sa do,Bán hàng hóa dịch vụ,36.568.326.000,19.914.186.780,,36568326000.0,19914186780.0
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Bán hàng hóa dịch vụ,,25.578.778.840,,,25578778840.0
Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Công ty CP Cao su Bến Thành,Mua hàng hóa dịch vụ,1.115.895.000,2.162.455.000,,1115895000.0,2162455000.0
Công ty CP KD BOT Đường ĐT.741,Công ty CP KD BOT Đường ĐT.741,Công ty CP KD BOT Đường ĐT.741,Bán hàng hóa dịch vụ,120.485.712,376.495.236,,120485712.0,376495236.0
Công ty CP Thống Nhất,Công ty CP Thống Nhất,Công ty CP Thống Nhất,Bán hàng hóa dịch vụ,147.901.400,111.001.818,,147901400.0,111001818.0
Xí Nghiệp liên doanh Visorutex,Xí Nghiệp liên doanh Visorutex,Xí Nghiệp liên doanh Visorutex,Bán hàng hóa dịch vụ,,132.840.000,,,132840000.0
Công ty CP Xây dựng Cao su Đồng Nai,Công ty CP Xây dựng Cao su Đồng Nai,Công ty CP Xây dựng Cao su Đồng Nai,Bán hàng hóa dịch vụ,,240.000.000,,,240000000.0
Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty CP Cao su Dầu Tiếng Việt Lào,Công ty CP Cao su Dầu Tiếng Việt Lào,Bán hàng hóa dịch vụ,,418.079.760,,,418079760.0
Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau:,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau:,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau:,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau:,6.881.515.026,,,6881515026.0,
Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau:,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau:,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau:,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau:,31/12/2021,01/01/2021,,,
,,,,VND,VND,,,
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau: > Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Phải thu khách hàng,8.903.827.425,0,,8903827425.0,0.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau: > Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Người mua trả tiền trước,18.575.915.500,20.095.181.700,,18575915500.0,20095181700.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau: > Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Phải thu khác,,3.460.478.418,,,3460478418.0
Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Chế biến Gỗ Cao su Chư Pãh c. Số dư chủ yếu với các bên liên quan tại thời điểm 31/12/2021 như sau: > Công ty CP Gỗ MDF VRG Dongwha,Công ty CP Gỗ MDF VRG Dongwha,Phải trả khác,238.104.680,1.002.769.590,,238104680.0,1002769590.0
